Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Discipline,Subdiscipline,Artistic Process,Anchor Standard,Description
Arts,2.DA:Cn10,2,2,2,Dance,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: As dance is experienced, all personal experiences, knowledge, and contexts are integrated and synthesized to interpret meaning.
Essential Question(s): How does dance deepen our understanding of ourselves, other knowledge, and events around us?
Process Component(s): Synthesize

Performance Standard(s):
a. Describe, create, and/or perform a dance that expresses personal meaning and explain how certain movements express this personal meaning.
b. Respond to a dance work using an inquiry-based set of questions. Create movement using ideas from responses and explain how certain movements express a specific idea."
Arts,2.DA:Re9,2,2,2,Dance,,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: Criteria for evaluating dance vary across genres, styles, and cultures
Essential Question(s): What criteria are used to evaluate dance?
Process Component(s): Critique

Performance Standard(s):
Observe or demonstrate dances from a genre or culture. Discuss movements and other aspects of the dances that make the dances work well and explain why they work. Use simple dance terminology."
Arts,2.DA:Re8,2,2,2,Dance,,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.
Essential Question(s): How is dance interpreted?
Process Component(s): Interpret

Performance Standard(s):
Use context cues from movement to identify meaning and intent in a dance using simple dance terminology."
Arts,2.DA:Re7,2,2,2,Dance,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: Dance is perceived and analyzed to comprehend its meaning.
Essential Question(s): How is a dance understood?
Process Component(s): Analyze

Performance Standard(s):
a. Find movements in a dance that develop a pattern.
b. Demonstrate and describe movements in dances from a variety of genres or cultures."
Arts,2.DA:Pr6,2,2,2,Dance,,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.
Essential Question(s): How does a dancer heighten artistry in a public performance?
Process Component(s): Present

Performance Standard(s):
a. Dance for and with others in a space where audience and performers occupy different areas.
b. Use limited production elements."
Arts,2.DA:Pr5,2,2,2,Dance,,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.
Essential Question(s): What must a dancer do to prepare the mind and body for artistic expression?
Process Component(s): Embody

Performance Standard(s):
a. Demonstrate a range of locomotor and non-locomotor movements, body patterning, and dance sequences that require moving through space using a variety of pathways.
b. Move safely in a variety of spatial relationships and formations with other dancers, sharing and maintaining personal space.
c. Repeat movements, with an awareness of self and others in space. Self-adjust and modify movements or placement upon request."
Arts,2.DA:Pr4,2,2,2,Dance,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: Space, time, and energy are basic elements of dance.
Essential Question(s): How do dancers work with space, time and energy to communicate artistic expression?
Process Component(s): Express

Performance Standard(s):
a. Demonstrate clear directionality and intent when performing locomotor and non-locomotor movements that change body shapes, facings, and pathways in space. Identify symmetrical and asymmetrical body shapes and examine relationships between body parts.
b. Identify the length of time a movement or phrase takes (e.g., whether it is long or short). Identify and move on the downbeat in duple and triple meter. Correlate metric phrasing with movement phrasing.
c. Select and apply appropriate characteristics to movements (e.g., selecting specific adverbs and adjectives and apply them to movements). Demonstrate kinesthetic awareness while dancing the movement characteristics."
Arts,2.DA:Cr3,2,2,2,Dance,,Creating,3: Refine and complete artistic work,"Enduring Understanding: Choreographers analyze, evaluate, refine, and document their work to communicate meaning
Essential Question(s): How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?
Process Component(s): Revise

Performance Standard(s):
Explore suggestions and make choices to change movement from guided improvisation and/or short remembered sequences."
Arts,2.DA:Cr2,2,2,2,Dance,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.
Essential Question(s): What influences choice-making in creating choreography?
Process Component(s): Plan

Performance Standard(s):
a. Improvise a dance phrase with a beginning, a middle that has a main idea, and a clear end.
b. Choose movements that express a main idea or emotion, or follow a musical phrase. Explain reasons for movement choices."
Arts,2.DA.Cr1,2,2,2,Dance,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.
Essential Question(s): Where do choreographers get ideas for dances?
Process Component(s): Explore

Performance Standard(s):
a. Explore movement inspired by a variety of stimuli (e.g., music/sound, text, objects, images, symbols, observed dance, experiences) and suggest additional sources for movement ideas.
b. Combine a variety of movements while manipulating the elements of dance."
Arts,3.DA.Cr1,3,3,3,Dance,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: Choreographers use a variety of sources as inspiration and transform concepts and ideas into movement for artistic expression.
Essential Question(s): Where do choreographers get ideas for dances?
Process Component(s): Explore

Performance Standard(s):
a. Experiment with a variety of self-identified stimuli (e.g., music/sound, text, objects, images, notation, observed dance, experiences) for movement.
b. Explore a given movement problem. Select and demonstrate a solution."
Arts,3.DA:Cr2,3,3,3,Dance,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: The elements of dance, dance structures, and choreographic devices serve as both a foundation and a departure point for choreographers.
Essential Question(s): What influences choice-making in creating choreography?
Process Component(s): Plan

Performance Standard(s):
a. Identify and experiment with choreographic devices to create simple movement patterns and dance structures.
b. Develop a dance phrase that expresses and communicates an idea or feeling. Discuss the effect of the movement choices."
Arts,3.DA:Cr3,3,3,3,Dance,,Creating,3: Refine and complete artistic work,"Enduring Understanding: Choreographers analyze, evaluate, refine, and document their work to communicate meaning
Essential Question(s): How do choreographers use self-reflection, feedback from others, and documentation to improve the quality of their work?
Process Component(s): Revise

Performance Standard(s):
Revise movement choices in response to feedback to improve a short dance study. Describe and document the differences the changes made in the movements."
Arts,3.DA:Pr4,3,3,3,Dance,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: Space, time, and energy are basic elements of dance.
Essential Question(s): How do dancers work with space, time and energy to communicate artistic expression?
Process Component(s): Express

Performance Standard(s):
a. Judge spaces as distance traveled and use space three dimensionally Demonstrate shapes with positive and negative space. Perform movement sequences in and through space with intentionality and focus.
b. Fulfill specified duration of time with improvised locomotor and non-locomotor movements. Differentiate between ""in time"" and ""out of time"" to music. Perform movements that are the same or of a different time orientation to accompaniment. Use metric and kinesthetic phrasing.
c. Change use of energy and dynamics by modifying movements and applying specific characteristics to heighten the effect of their intent."
Arts,3.DA:Pr5,3,3,3,Dance,,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: Dancers use the mind-body connection and develop the body as an instrument for artistry and artistic expression.
Essential Question(s): What must a dancer do to prepare the mind and body for artistic expression?
Process Component(s): Embody

Performance Standard(s):
a. Replicate body shapes, movement characteristics, and movement patterns in a dance sequence with awareness of body alignment and core support.
b. Adjust body-use to coordinate with a partner or other dancers to safely change levels, directions, and pathway designs.
c. Recall movement sequences with a partner or in group dance activities. Apply constructive feedback from teacher and self-check to improve dance skills."
Arts,3.DA:Pr6,3,3,3,Dance,,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Dance performance is an interaction between performer, production elements, and audience that heightens and amplifies artistic expression.
Essential Question(s): How does a dancer heighten artistry in a public performance?
Process Component(s): Present

Performance Standard(s):
a. Identify the main areas of a performance space using production terminology (e.g., stage right, stage left, center stage, upstage, and downstage).
b. Explore production elements for a dance performed for an audience in a designated specific performance space."
Arts,3.DA:Re7,3,3,3,Dance,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: Dance is perceived and analyzed to comprehend its meaning.
Essential Question(s): How is a dance understood?
Process Component(s): Analyze

Performance Standard(s):
a. Find a movement pattern that creates a movement phrase in a dance work.
b. Demonstrate and explain how one dance genre is similar to and different from another, or how one cultural movement practice is similar to and different from another."
Arts,3.DA:Re8,3,3,3,Dance,,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Dance is interpreted by considering intent, meaning, and artistic expression as communicated through the use of the body, elements of dance, dance technique, dance structure, and context.
Essential Question(s): How is dance interpreted?
Process Component(s): Interpret

Performance Standard(s):
Select specific context cues from movement. Explain how they relate to the main idea of the dance using basic dance terminology."
Arts,3.DA:Re9,3,3,3,Dance,,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: Criteria for evaluating dance vary across genres, styles, and cultures
Essential Question(s): What criteria are used to evaluate dance?
Process Component(s): Critique

Performance Standard(s):
Select dance movements from specific genres, styles, or cultures. Identify characteristic movements from these dances and describe in basic dance terminology ways in which they are similar and different."
Arts,3.DA:Cn10,3,3,3,Dance,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: As dance is experienced, all personal experiences, knowledge, and contexts are integrated and synthesized to interpret meaning.
Essential Question(s): How does dance deepen our understanding of ourselves, other knowledge, and events around us?
Process Component(s): Synthesize

Performance Standard(s):
a. Compare the relationships expressed in a dance to relationships with others. Explain how they are the same or different.
b. Ask and research a question about a key aspect of a dance that communicates a perspective about an issue or event. Explore the key aspect through movement. Share movements and describe how the movements help to remember or discover new qualities in these key aspects.
"
Arts,3.DA:Cn11,3,3,3,Dance,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Dance literacy includes deep knowledge and perspectives about societal, cultural, historical, and community contexts.
Essential Question(s): How does knowing about societal, cultural, historical and community experiences expand dance literacy?
Process Component(s): Relate

Performance Standard(s):
Find a relationship between movement in a dance from a culture, society, or community and the culture from which the dance is derived. Explain what the movements communicate about key aspects of the culture, society, or community."
Arts,3.MA:Cr1,3,3,3,Media Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: Media arts ideas, works, and processes are shaped by the imagination, creative processes, and by experiences, both within and outside of the arts.
Essential Question(s): How do media artists generate ideas? How can ideas for media arts productions be formed and developed to be effective and original?
Process Component(s): Conceive

Performance Standard(s):
Develop multiple ideas for media artworks using a variety of tools, methods and/or materials."
Arts,3.MA:Cr2,3,3,3,Media Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: Media artists plan, organize, and develop creative ideas and models into process structures that can effectively realize the artistic idea.
Essential Question(s): How do media artists organize and develop ideas and models into process structures to achieve the desired end product?
Process Component(s): Develop

Performance Standard(s):
Form, share, and test ideas, plans, and/or models to prepare for media arts productions."
Arts,3.MA:Cr3,3,3,3,Media Arts,,Creating,3: Refine and complete artistic work,"Enduring Understanding: The forming, integration, and refinement of aesthetic components, principles, and processes creates purpose, meaning, and artistic quality in media artworks.
Essential Question(s): What is required to produce a media artwork that conveys purpose, meaning, and artistic quality? How do media artists refine their work?
Process Component(s): Construct

Performance Standard(s):
a. Construct and order various content into unified, purposeful media arts productions, describing and applying a defined set of aesthetic principles, such as movement and force.
b. Practice and analyze how the emphasis of elements alters effect and purpose in refining and completing media artworks."
Arts,3.MA:Pr4,3,3,3,Media Arts,,Producing (Media Arts only),"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: Media artists integrate various forms and contents to develop complex, unified artworks.
Essential Question(s): How are complex media arts experiences constructed?
Process Component(s): Integrate

Performance Standard(s):
Practice combining varied academic, arts, and media forms and content, such as animation, music, and dance, into unified media artworks."
Arts,3.MA:Pr5,3,3,3,Media Arts,,Producing (Media Arts only),5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: Media artists require a range of skills and abilities to creatively solve problems within and through media arts productions.
Essential Question(s): What skills are required for creating effective media artworks and how are they improved? How are creativity and innovation developed within and through media arts productions? How do media artists use various tools and techniques?
Process Component(s): Practice

Performance Standard(s):
a. Exhibit developing ability in a variety of artistic, design, technical, and organizational roles, such as making compositional decisions, manipulating tools, and group planning, in media arts productions.
b. Exhibit basic creative skills, such as standard use of tools, to invent new content and solutions within and through media arts productions."
Arts,3.MA:Pr6,3,3,3,Media Arts,,Producing (Media Arts only),6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Media artists purposefully present, share, and distribute media artworks for various contexts.
Essential Question(s): How does time, place, audience, and context affect presenting or performing choices for media artworks?
Process Component(s): Present

Performance Standard(s):
Identify and describe the presentation conditions, audience, and results of presenting media artworks."
Arts,3.MA:Re7,3,3,3,Media Arts,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: Identifying the qualities and characteristics of media artworks improves one's artistic appreciation and production.
Essential Question(s): How do we 'read' media artworks and discern their relational components? How do media artworks function to convey meaning and manage audience experience?
Process Component(s): Perceive

Performance Standard(s):
a. Identify and describe how messages are created by components in media artworks.
b. Identify and describe how various forms, methods, and styles in media artworks manage audience experience."
Arts,3.MA:Re8,3,3,3,Media Arts,,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Interpretation and appreciation require consideration of the intent, form, and context of the media and artwork.
Essential Question(s): How do people relate to and interpret media artworks?
Process Component(s): Interpret

Performance Standard(s):
Determine the purposes and meanings of media artworks while describing their context."
Arts,3.MA:Re9,3,3,3,Media Arts,,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: Skillful evaluation and critique are critical components of experiencing, appreciating, and producing media artworks.
Essential Question(s): How and why do media artists value and judge media artworks? When and how should we evaluate and critique media artworks to improve them?
Process Component(s): Evaluate

Performance Standard(s):
Identify basic criteria for and evaluate media artworks and production processes, considering possible improvements and their context."
Arts,3.MA:Cn10,3,3,3,Media Arts,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: : Media artworks synthesize meaning and form cultural experience.
Essential Question(s): How do we relate knowledge and experiences to understanding and making media artworks? How do we learn about and create meaning through producing media artworks?
Process Component(s): Synthesize

Performance Standard(s):
a. Use personal and external resources, such as interests, information, and models, to create media artworks.
b. Identify and show how media artworks form meanings, situations, and/or culture, such as popular media."
Arts,3.MA:Cn11,3,3,3,Media Arts,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Media artworks and ideas are better understood and produced by relating them to their purposes, values, and various contexts.
Essential Question(s): How does media arts relate to its various contexts, purposes, and values? How does investigating these relationships inform and deepen the media artist's understanding and work?
Process Component(s): Relate

Performance Standard(s):
a. Identify how media artworks and ideas relate to everyday life and culture and can influence values and online behavior.
b. Examine and interact appropriately with media arts tools and environments, considering safety, rules, and fairness."
Arts,3.MU:Cr1,3,3,3,Music,TK-8,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: The creative ideas, concepts, and feelings that influence musicians' work emerge from a variety of sources.
Essential Question(s): How do musicians generate creative ideas?
Process Component(s): Imagine

Performance Standard(s):
a. Improvise rhythmic and melodic ideas and describe connection to specific purpose and context (such as personal and social).
b. Generate musical ideas (such as rhythms and melodies) within a given tonality and/or meter."
Arts,3.MU:Cr2,3,3,3,Music,TK-8,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: Musicians' creative choices are influenced by their expertise, context, and expressive intent
Essential Question(s): How do musicians make creative decisions?
Process Component(s): Plan & Make

Performance Standard(s):
a. Demonstrate selected musical ideas for a simple improvisation or composition to express intent and describe connection to a specific purpose and context.
b. Use standard and/or iconic notation and/or recording technology to document personal rhythmic and melodic musical ideas."
Arts,3.MU:Cr3.1,3,3,3,Music,TK-8,Creating,3: Refine and complete artistic work,"Enduring Understanding: 3.1 Musicians evaluate, and refine their work through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their creative work?
Process Component(s): Evaluate and Refine

Performance Standard(s):
Evaluate, refine, and document revisions to personal musical ideas, applying teacher-provided and collaboratively developed criteria and feedback."
Arts,3.MU:Cr3.2,3,3,3,Music,TK-8,Creating,3: Refine and complete artistic work,"Enduring Understanding: 3.2 Musicians' presentation of creative work is the culmination of a process of creation and communication.
Essential Question(s): When is creative work ready to share?
Process Component(s): Present

Performance Standard(s):
Present the final version of personal created music to others and describe connection to expressive intent."
Arts,3.MU:Pr4.1,3,3,3,Music,TK-8,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.1 Performers' interest in and knowledge of musical works, understanding of their own technical skill, and the context for a performance influence the selection of repertoire.
Essential Question(s): How do performers select repertoire?
Process Component(s): Select

Performance Standard(s):
Demonstrate and explain how the selection of music to perform is influenced by personal interest, knowledge, purpose, and context."
Arts,3.MU:Pr4.2,3,3,3,Music,TK-8,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.2 Analyzing creators' context and how they manipulate elements of music provides insight into their intent and informs performance.
Essential Question(s): How does understanding the structure and context of musical works inform performance?
Process Component(s): Analyze

Performance Standard(s):
a. Demonstrate understanding of the structure in music selected from a variety of cultures for performance.
b. When analyzing selected music, read and perform rhythmic patterns and melodic phrases using iconic and standard notation.
c. Describe how context (such as personal and social) can inform a performance."
Arts,3.MU:Pr4.3,3,3,3,Music,TK-8,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: 4.3 Performers make interpretive decisions based on their understanding of context and expressive intent.
Essential Question(s): How do performers interpret musical works?
Process Component(s): Interpret

Performance Standard(s):
Demonstrate and describe how intent is conveyed through expressive qualities (such as voice quality, dynamics and tempo)."
Arts,3.MU:Pr5,3,3,3,Music,TK-8,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: To express their musical ideas, musicians analyze, evaluate, and refine their performance over time through openness to new ideas, persistence, and the application of appropriate criteria.
Essential Question(s): How do musicians improve the quality of their performance?
Process Component(s): Rehearse, Evaluate, and Refine

Performance Standard(s):
a. Apply teacher provided and collaboratively developed criteria and feedback to evaluate accuracy of ensemble performances.
b. Rehearse to refine technical accuracy, expressive qualities, and identified performance challenges."
Arts,3.MU:Pr6,3,3,3,Music,TK-8,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Musicians judge performance based on criteria that vary across time, place, and cultures. The context and how a work is presented influence audience response.
Essential Question(s): When is a performance judged ready to present? How do context and the manner in which musical work is presented influence audience response?
Process Component(s): Present

Performance Standard(s):
a. Perform music for a specific purpose with expression and technical accuracy.
b. Demonstrate performance decorum and audience etiquette appropriate for the context and venue."
Arts,3.MU:Re7.1,3,3,3,Music,TK-8,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: 7.1 Individuals' selection of musical works is influenced by their interests, experiences, understandings, and purposes.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Select

Performance Standard(s):
Demonstrate and describe how selected music connects to and is influenced by specific interests, experiences, or purposes."
Arts,3.MU:Re7.2,3,3,3,Music,TK-8,Responding,"7: Perceive and analyze artistic work ","Enduring Understanding: 7.2 Response to music is informed by analyzing context (social, cultural, and historical) and how creators and performers manipulate the elements of music.
Essential Question(s): How do individuals choose music to experience?
Process Component(s): Analyze

Performance Standard(s):
Demonstrate and describe how a response to music can be informed by the structure, the use of the elements of music, and context (such as personal and social)."
Arts,3.MU:Re8,3,3,3,Music,TK-8,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Through their use of elements and structures of music, creators and performers provide clues to their expressive intent.
Essential Question(s): How do we discern the musical creators' and performers' expressive intent?
Process Component(s): Interpret

Performance Standard(s):
Demonstrate and describe how expressive qualities (such as dynamics, tempo, and timbre) are used in performers' personal interpretations to reflect creators' expressive intent."
Arts,3.MU:Re9,3,3,3,Music,TK-8,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: The personal evaluation of musical work(s) and performance(s) is informed by analysis, interpretation, and established criteria.
Essential Question(s): How do we judge the quality of musical work(s) and performance(s)?
Process Component(s): Evaluate

Performance Standard(s):
Evaluate musical works and performances, applying established criteria, and describe appropriateness to the context."
Arts,3.MU:Cn10,3,3,3,Music,TK-8,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: Musicians connect their personal interests, experiences, ideas, and knowledge to creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to creating, performing, and responding?
Process Component(s): Synthesize

Performance Standard(s):
Identify and demonstrate how personal interests, experiences, and ideas relate to creating, performing, and responding to music."
Arts,3.MU:Cn11,3,3,3,Music,TK-8,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: Musicians connect societal, cultural, and historical contexts when creating, performing, and responding.
Essential Question(s): How do musicians make meaningful connections to societal, cultural, and historical contexts when creating, performing, and responding?
Process Component(s): Relate

Performance Standard(s):
Identify and demonstrate connections between music and societal, cultural, and historical contexts."
Arts,3.TH:Cr1,3,3,3,Theatre,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: Theatre artists rely on intuition, curiosity, culture, and critical inquiry.
Essential Question(s): What happens when theatre artists use their culture, imaginations and/or learned theatre skills while engaging in creative exploration and inquiry?
Process Component(s): Envision,Conceptualize

Performance Standard(s):
a. Create roles, imagined worlds, and improvised stories in a drama/theatre work.b. Collaborate to determine how characters might move and speak to support the story and given circumstances in drama/theatre work.c. Imagine and articulate ideas for costumes, props and sets for the environment and characters in a drama/theatre work."
Arts,3.TH:Cr2,3,3,3,Theatre,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: Theatre artists work to discover different ways of communicating meaning.
Essential Question(s): How, when, and why do theatre artists' choices change?
Process Component(s): Develop

Performance Standard(s):
a. Participate in methods of investigation to devise original ideas for a drama/theatre work.
b. Compare ideas with peers and make revisions that will enhance and deepen group drama/theatre work."
Arts,3.TH:Cr3,3,3,3,Theatre,,Creating,3: Refine and complete artistic work,"Enduring Understanding: Theatre artists refine their work and practice their craft through rehearsal.
Essential Question(s): How do theatre artists transform and edit their initial ideas?
Process Component(s): Rehearse

Performance Standard(s):
a. Collaborate with peers to revise, refine, and adapt ideas to fit the given parameters of a drama/theatre work.
b. Participate and contribute to physical and vocal exploration in an improvised or scripted drama/theatre work.
c. Refine design choices and technical theatre elements to support a devised or scripted drama/theatre work."
Arts,3.TH:Pr4,3,3,3,Theatre,,Performing,"4. Select, analyze, and interpret artistic work for presentation","Enduring Understanding: Theatre artists make strong choices to effectively convey meaning.
Essential Question(s): Why are strong choices essential to interpreting a drama or theatre piece?
Process Component(s): Select

Performance Standard(s):
a. Apply the elements of dramatic structure to a story and create a drama/theatre work.
b. Explore how movement and voice are incorporated into drama/theatre work."
Arts,3.TH:Pr5,3,3,3,Theatre,,Performing,5: Develop and refine artistic techniques and work for presentation,"Enduring Understanding: Theatre artists develop personal processes and skills for a performance or design.
Essential Question(s): What can I do to fully prepare a performance or technical design?
Process Component(s): Prepare

Performance Standard(s):
a. Participate in a variety of physical, vocal, and cognitive exercises that can be used in a group setting for drama/theatre work.
b. Identify the basic technical theatre elements that can be used in drama/theatre work."
Arts,3.TH:Pr6,3,3,3,Theatre,,Performing,6: Convey meaning through the presentation of artistic work,"Enduring Understanding: Theatre artists share and present stories, ideas, and envisioned worlds to explore the human experience in diverse cultures.
Essential Question(s): What happens when theatre artists and audiences share a creative experience?
Process Component(s): Share, Present

Performance Standard(s):
Share small-group drama/theatre work, with peers as audience."
Arts,3.TH:Re7,3,3,3,Theatre,,Responding,7: Perceive and analyze artistic work,"Enduring Understanding: Theatre artists reflect to understand the impact of drama processes and theatre experiences.
Essential Question(s): How do theatre artists comprehend the essence of drama processes and theatre experiences?
Process Component(s): Reflect

Performance Standard(s):
Understand and discuss why artistic choices are made in a drama/theatre work."
Arts,3.TH:Re8,3,3,3,Theatre,,Responding,8: Interpret intent and meaning in artistic work,"Enduring Understanding: Theatre artists' interpretations of drama/theatre work are influenced by personal experiences, culture, and aesthetics.
Essential Question(s): How can the same work of art communicate different messages to different people?
Process Component(s): Interpret

Performance Standard(s):
a. Consider multiple personal experiences when participating in or observing a drama/theatre work.
b. Consider multiple ways to develop a character using physical characteristics and prop or costume design choices that reflect cultural perspectives in drama/theatre work.
c. Examine how connections are made between oneself and a character's emotions in drama/theatre work."
Arts,3.TH:Re9,3,3,3,Theatre,,Responding,9: Apply criteria to evaluate artistic work,"Enduring Understanding: Theatre artists apply criteria to understand, explore, and assess drama and theatre work.
Essential Question(s): How do analysis and synthesis impact the theatre artist's process and audience's perspectives?
Process Component(s): Evaluate

Performance Standard(s):
a. Understand how and why groups evaluate drama/theatre work.
b. Evaluate and analyze problems and situations in a drama/theatre work from an audience perspective.
c. Consider and analyze technical theatre elements from multiple drama/theatre works."
Arts,3.TH:Cn10,3,3,3,Theatre,,Connecting,10: Synthesize and relate knowledge and personal experiences to make art,"Enduring Understanding: Theatre artists allow awareness of interrelationships between self and others to influence and inform their work.
Essential Question(s): What happens when theatre artists foster understanding between self and others through critical awareness, social responsibility, and the exploration of empathy?
Process Component(s): Empathize

Performance Standard(s):
Use personal experiences and knowledge to make connections to community and culture in a drama/theatre work."
Arts,3.TH:Cn11.1,3,3,3,Theatre,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: 11.1 Theatre artists understand and can communicate through their creative process as they analyze the way the world may be understood.
Essential Question(s): What happens when theatre artists allow an understanding of themselves and the world to inform perceptions about theatre and the purpose of their work?
Process Component(s): Interrelate

Performance Standard(s):
a. Identify connections to community, social issues and other content areas in drama/theatre work.
b. Identify responsible practices for creating and adapting drama/theatre works."
Arts,3.TH:Cn11.2,3,3,3,Theatre,,Connecting,"11: Relate artistic ideas and works with societal, cultural, and historical context to deepen understanding","Enduring Understanding: 11.2 Theatre artists critically inquire into the ways others have thought about and created drama processes and productions to inform their own work.
Essential Question(s): In what ways can research into theatre histories, theories, literature, and performances alter the way a drama process or production is understood?
Process Component(s): Research

Performance Standard(s):
a. Explore how stories are adapted from literature to drama/theatre work.
b. Examine how artists have historically presented the same stories using different art forms, genres, or drama/theatre conventions."
Arts,3.VA:Cr1.1,3,3,3,Visual Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: 1.1 Creativity and innovative thinking are essential life skills that can be developed.
Essential Question(s): What conditions, attitudes, and behaviors support creativity and innovative thinking? What factors prevent or encourage people to take creative risks? How does collaboration expand the creative process?
Process Component(s): Imagine, Plan, Make

Performance Standard(s):
Elaborate on an imaginative idea."
Arts,3.VA:Cr1.2,3,3,3,Visual Arts,,Creating,1: Generate and conceptualize artistic ideas and work,"Enduring Understanding: 1.2 Artists and designers shape artistic investigations, following or breaking with traditions in pursuit of creative artmaking goals.
Essential Question(s): How does knowing the contexts, histories, and traditions of art forms help us create works of art and design? Why do artists follow or break from established traditions? How do artists determine what resources and criteria are needed to formulate artistic
Process Component(s): Imagine, Plan, Make

Performance Standard(s):
Apply knowledge of available resources, tools, and technologies to investigate personal ideas through the art-making process."
Arts,3.VA:Cr2.1,3,3,3,Visual Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: 2.1 Artists and designers experiment with forms, structures, materials, concepts, media, and art-making approaches.
Essential Question(s): How do artists work? How do artists and designers determine whether a particular direction in their work is effective? How do artists and designers learn from trial and error?
Process Component(s): Investigate

Performance Standard(s):
Create personally satisfying artwork using a variety of artistic processes and materials."
Arts,3.VA:Cr2.2,3,3,3,Visual Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: 2.2 Artists and designers balance experimentation and safety, freedom and responsibility while developing and creating artworks.
Essential Question(s): How do artists and designers care for and maintain materials, tools, and equipment? Why is it important for safety and health to understand and follow correct procedures in handling materials, tools, and equipment? What responsibilities come with the free
Process Component(s): Investigate

Performance Standard(s):
Demonstrate an understanding of the safe and proficient use of materials, tools, and equipment for a variety of artistic processes."
Arts,3.VA:Cr2.3,3,3,3,Visual Arts,,Creating,2: Organize and develop artistic ideas and work,"Enduring Understanding: 2.3 People create and interact with objects, places, and design that define, shape, enhance, and empower their lives.
Essential Question(s): How do objects, places, and design shape lives and communities? How do artists and designers determine goals for designing or redesigning objects, places, or systems? How do artists and designers create works of art or design that communicate effectively?
Process Component(s): Investigate

Performance Standard(s):
Individually or collaboratively construct representations, diagrams, or maps of places that are part of everyday life."
