Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Course,Description
History-Social Science,HSS-5.7,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Standard:
Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic."
History-Social Science,HSS-5.7.1,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.7 Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic.

Standard:
List the shortcomings of the Articles of Confederation as set forth by their critics."
History-Social Science,HSS-5.7.2,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.7 Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic.

Standard:
Explain the significance of the new Constitution of 1787, including the struggles over its ratification and the reasons for the addition of the Bill of Rights."
History-Social Science,HSS-5.7.3,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.7 Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic.

Standard:
Understand the fundamental principles of American constitutional democracy, including how the government derives its power from the people and the primacy of individual liberty."
History-Social Science,HSS-5.7.4,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.7 Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic.

Standard:
Understand how the Constitution is designed to secure our liberty by both empowering and limiting central government and compare the powers granted to citizens, Congress, the president, and the Supreme Court with those reserved to the states."
History-Social Science,HSS-5.7.5,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.7 Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic.

Standard:
Discuss the meaning of the American creed that calls on citizens to safeguard the liberty of individual Americans within a unified nation, to respect the rule of law, and to preserve the Constitution."
History-Social Science,HSS-5.7.6,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.7 Students describe the people and events associated with the development of the U.S. Constitution and analyze the Constitution's significance as the foundation of the American republic.

Standard:
Know the songs that express American ideals (e.g., ""America the Beautiful,"" ""The Star Spangled Banner"")."
History-Social Science,HSS-5.8,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Standard:
Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems."
History-Social Science,HSS-5.8.1,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.8 Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems.

Standard:
Discuss the waves of immigrants from Europe between 1789 and 1850 and their modes of transportation into the Ohio and Mississippi Valleys and through the Cumberland Gap (e.g., overland wagons, canals, flatboats, steamboats)."
History-Social Science,HSS-5.8.2,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.8 Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems.

Standard:
Name the states and territories that existed in 1850 and identify their locations and major geographical features (e.g., mountain ranges, principal rivers, dominant plant regions)."
History-Social Science,HSS-5.8.3,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.8 Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems.

Standard:
Demonstrate knowledge of the explorations of the trans-Mississippi West following the Louisiana Purchase (e.g., Meriwether Lewis and William Clark, Zebulon Pike, John Fremont)."
History-Social Science,HSS-5.8.4,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.8 Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems.

Standard:
Discuss the experiences of settlers on the overland trails to the West (e.g., location of the routes; purpose of the journeys; the influence of the terrain, rivers, vegetation, and climate; life in the territories at the end of these trails)."
History-Social Science,HSS-5.8.5,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.8 Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems.

Standard:
Describe the continued migration of Mexican settlers into Mexican territories of the West and Southwest."
History-Social Science,HSS-5.8.6,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Overarching Standard:
HSS-5.8 Students trace the colonization, immigration, and settlement patterns of the American people from 1789 to the mid-1800s, with emphasis on the role of economic incentives, effects of the physical and political geography, and transportation systems.

Standard:
Relate how and when California, Texas, Oregon, and other western lands became part of the United States, including the significance of the Texas War for Independence and the Mexican-American War."
History-Social Science,HSS-5.9,5,5,5,"United States History and Geography: Making a New Nation, Grade 5","Standard:
Students know the location of the current 50 states and the names of their capitals."
History-Social Science,HSS-6.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students describe what is known through archaeological studies of the early physical and cultural development of humankind from the Paleolithic era to the agricultural revolution."
History-Social Science,HSS-6.1.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.1 Students describe what is known through archaeological studies of the early physical and cultural development of humankind from the Paleolithic era to the agricultural revolution.

Standard:
Describe the hunter-gatherer societies, including the development of tools and the use of fire."
History-Social Science,HSS-6.1.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.1 Students describe what is known through archaeological studies of the early physical and cultural development of humankind from the Paleolithic era to the agricultural revolution.

Standard:
Identify the locations of human communities that populated the major regions of the world and describe how humans adapted to a variety of environments."
History-Social Science,HSS-6.1.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.1 Students describe what is known through archaeological studies of the early physical and cultural development of humankind from the Paleolithic era to the agricultural revolution.

Standard:
Discuss the climatic changes and human modifications of the physical environment that gave rise to the domestication of plants and animals and new sources of clothing and shelter."
History-Social Science,HSS-6.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush."
History-Social Science,HSS-6.2.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Locate and describe the major river systems and discuss the physical settings that supported permanent settlement and early civilizations."
History-Social Science,HSS-6.2.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Trace the development of agricultural techniques that permitted the production of economic surplus and the emergence of cities as centers of culture and power."
History-Social Science,HSS-6.2.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Understand the relationship between religion and the social and political order in Mesopotamia and Egypt."
History-Social Science,HSS-6.2.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Know the significance of Hammurabi's Code."
History-Social Science,HSS-6.2.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Discuss the main features of Egyptian art and architecture."
History-Social Science,HSS-6.2.6,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Describe the role of Egyptian trade in the eastern Mediterranean and Nile valley."
History-Social Science,HSS-6.2.7,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Understand the significance of Queen Hatshepsut and Ramses the Great."
History-Social Science,HSS-6.2.8,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Identify the location of the Kush civilization and describe its political, commercial, and cultural relations with Egypt."
History-Social Science,HSS-6.2.9,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.2 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Mesopotamia, Egypt, and Kush.

Standard:
Trace the evolution of language and its written forms."
History-Social Science,HSS-6.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students analyze the geographic, political, economic, religious, and social structures of the Ancient Hebrews."
History-Social Science,HSS-6.3.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.3 Students analyze the geographic, political, economic, religious, and social structures of the Ancient Hebrews.

Standard:
Describe the origins and significance of Judaism as the first monotheistic religion based on the concept of one God who sets down moral laws for humanity."
History-Social Science,HSS-6.3.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.3 Students analyze the geographic, political, economic, religious, and social structures of the Ancient Hebrews.

Standard:
Identify the sources of the ethical teachings and central beliefs of Judaism (the Hebrew Bible, the Commentaries): belief in God, observance of law, practice of the concepts of righteousness and justice, and importance of study; and describe how the ideas of the Hebrew traditions are reflected in the moral and ethical traditions of Western civilization."
History-Social Science,HSS-6.3.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.3 Students analyze the geographic, political, economic, religious, and social structures of the Ancient Hebrews.

Standard:
Explain the significance of Abraham, Moses, Naomi, Ruth, David, and Yohanan ben Zaccai in the development of the Jewish religion."
History-Social Science,HSS-6.3.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.3 Students analyze the geographic, political, economic, religious, and social structures of the Ancient Hebrews.

Standard:
Discuss the locations of the settlements and movements of Hebrew peoples, including the Exodus and their movement to and from Egypt, and outline the significance of the Exodus to the Jewish and other people."
History-Social Science,HSS-6.3.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.3 Students analyze the geographic, political, economic, religious, and social structures of the Ancient Hebrews.

Standard:
Discuss how Judaism survived and developed despite the continuing dispersion of much of the Jewish population from Jerusalem and the rest of Israel after the destruction of the second Temple in A.D. 70."
History-Social Science,HSS-6.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece."
History-Social Science,HSS-6.4.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Discuss the connections between geography and the development of city-states in the region of the Aegean Sea, including patterns of trade and commerce among Greek city-states and within the wider Mediterranean region."
History-Social Science,HSS-6.4.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Trace the transition from tyranny and oligarchy to early democratic forms of government and back to dictatorship in ancient Greece, including the significance of the invention of the idea of citizenship (e.g., from Pericles' Funeral Oration)."
History-Social Science,HSS-6.4.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
State the key differences between Athenian, or direct, democracy and representative democracy."
History-Social Science,HSS-6.4.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Explain the significance of Greek mythology to the everyday life of people in the region and how Greek literature continues to permeate our literature and language today, drawing from Greek mythology and epics, such as Homer's Iliad and Odyssey, and from Aesop's Fables."
History-Social Science,HSS-6.4.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Outline the founding, expansion, and political organization of the Persian Empire."
History-Social Science,HSS-6.4.6,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Compare and contrast life in Athens and Sparta, with emphasis on their roles in the Persian and Peloponnesian Wars."
History-Social Science,HSS-6.4.7,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Trace the rise of Alexander the Great and the spread of Greek culture eastward and into Egypt."
History-Social Science,HSS-6.4.8,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.4 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of Ancient Greece.

Standard:
Describe the enduring contributions of important Greek figures in the arts and sciences (e.g., Hypatia, Socrates, Plato, Aristotle, Euclid, Thucydides)."
History-Social Science,HSS-6.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India."
History-Social Science,HSS-6.5.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Locate and describe the major river system and discuss the physical setting that supported the rise of this civilization."
History-Social Science,HSS-6.5.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Discuss the significance of the Aryan invasions."
History-Social Science,HSS-6.5.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Explain the major beliefs and practices of Brahmanism in India and how they evolved into early Hinduism."
History-Social Science,HSS-6.5.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Outline the social structure of the caste system."
History-Social Science,HSS-6.5.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Know the life and moral teachings of Buddha and how Buddhism spread in India, Ceylon, and Central Asia."
History-Social Science,HSS-6.5.6,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Describe the growth of the Maurya empire and the political and moral achievements of the emperor Asoka."
History-Social Science,HSS-6.5.7,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.5 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of India.

Standard:
Discuss important aesthetic and intellectual traditions (e.g., Sanskrit literature, including the Bhagavad Gita; medicine; metallurgy; and mathematics, including Hindu-Arabic numerals and the zero)."
History-Social Science,HSS-6.6,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China."
History-Social Science,HSS-6.6.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Locate and describe the origins of Chinese civilization in the Huang-He Valley during the Shang Dynasty."
History-Social Science,HSS-6.6.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Explain the geographic features of China that made governance and the spread of ideas and goods difficult and served to isolate the country from the rest of the world."
History-Social Science,HSS-6.6.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Know about the life of Confucius and the fundamental teachings of Confucianism and Taoism."
History-Social Science,HSS-6.6.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Identify the political and cultural problems prevalent in the time of Confucius and how he sought to solve them."
History-Social Science,HSS-6.6.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
List the policies and achievements of the emperor Shi Huangdi in unifying northern China under the Qin Dynasty."
History-Social Science,HSS-6.6.6,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Detail the political contributions of the Han Dynasty to the development of the imperial bureaucratic state and the expansion of the empire."
History-Social Science,HSS-6.6.7,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Cite the significance of the trans-Eurasian ""silk roads"" in the period of the Han Dynasty and Roman Empire and their locations."
History-Social Science,HSS-6.6.8,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.6 Students analyze the geographic, political, economic, religious, and social structures of the early civilizations of China.

Standard:
Describe the diffusion of Buddhism northward to China during the Han Dynasty."
History-Social Science,HSS-6.7,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Standard:
Students analyze the geographic, political, economic, religious, and social structures during the development of Rome."
History-Social Science,HSS-6.7.1,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Identify the location and describe the rise of the Roman Republic, including the importance of such mythical and historical figures as Aeneas, Romulus and Remus, Cincinnatus, Julius Caesar, and Cicero."
History-Social Science,HSS-6.7.2,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Describe the government of the Roman Republic and its significance (e.g., written constitution and tripartite government, checks and balances, civic duty)."
History-Social Science,HSS-6.7.3,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Identify the location of and the political and geographic reasons for the growth of Roman territories and expansion of the empire, including how the empire fostered economic growth through the use of currency and trade routes."
History-Social Science,HSS-6.7.4,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Discuss the influence of Julius Caesar and Augustus in Rome's transition from republic to empire."
History-Social Science,HSS-6.7.5,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Trace the migration of Jews around the Mediterranean region and the effects of their conflict with the Romans, including the Romans' restrictions on their right to live in Jerusalem."
History-Social Science,HSS-6.7.6,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Note the origins of Christianity in the Jewish Messianic prophecies, the life and teachings of Jesus of Nazareth as described in the New Testament, and the contribution of St. Paul the Apostle to the definition and spread of Christian beliefs (e.g., belief in the Trinity, resurrection, salvation)."
History-Social Science,HSS-6.7.7,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Describe the circumstances that led to the spread of Christianity in Europe and other Roman territories."
History-Social Science,HSS-6.7.8,6,6,6,"World History and Geography: Ancient Civilizations, Grade 6","Overarching Standard:
HSS-6.7 Students analyze the geographic, political, economic, religious, and social structures during the development of Rome.

Standard:
Discuss the legacies of Roman art and architecture, technology and science, literature, language, and law."
History-Social Science,HSS-7.1,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Standard:
Students analyze the causes and effects of the vast expansion and ultimate disintegration of the Roman Empire."
History-Social Science,HSS-7.1.1,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.1 Students analyze the causes and effects of the vast expansion and ultimate disintegration of the Roman Empire.

Standard:
Study the early strengths and lasting contributions of Rome (e.g., significance of Roman citizenship; rights under Roman law; Roman art, architecture, engineering, and philosophy; preservation and transmission of Christianity) and its ultimate internal weaknesses (e.g., rise of autonomous military powers within the empire, undermining of citizenship by the growth of corruption and slavery, lack of education, and distribution of news)."
History-Social Science,HSS-7.1.2,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.1 Students analyze the causes and effects of the vast expansion and ultimate disintegration of the Roman Empire.

Standard:
Discuss the geographic borders of the empire at its height and the factors that threatened its territorial cohesion."
History-Social Science,HSS-7.1.3,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.1 Students analyze the causes and effects of the vast expansion and ultimate disintegration of the Roman Empire.

Standard:
Describe the establishment by Constantine of the new capital in Constantinople and the development of the Byzantine Empire, with an emphasis on the consequences of the development of two distinct European civilizations, Eastern Orthodox and Roman Catholic, and their two distinct views on church-state relations."
History-Social Science,HSS-7.10,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Standard:
Students analyze the historical developments of the Scientific Revolution and its lasting effect on religious, political, and cultural institutions."
History-Social Science,HSS-7.10.1,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.10 Students analyze the historical developments of the Scientific Revolution and its lasting effect on religious, political, and cultural institutions.

Standard:
Discuss the roots of the Scientific Revolution (e.g., Greek rationalism; Jewish, Christian, and Muslim science; Renaissance humanism; new knowledge from global exploration)."
History-Social Science,HSS-7.10.2,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.10 Students analyze the historical developments of the Scientific Revolution and its lasting effect on religious, political, and cultural institutions.

Standard:
Understand the significance of the new scientific theories (e.g., those of Copernicus, Galileo, Kepler, Newton) and the significance of new inventions (e.g., the telescope, microscope, thermometer, barometer)."
History-Social Science,HSS-7.10.3,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.10 Students analyze the historical developments of the Scientific Revolution and its lasting effect on religious, political, and cultural institutions.

Standard:
Understand the scientific method advanced by Bacon and Descartes, the influence of new scientific rationalism on the growth of democratic ideas, and the coexistence of science with traditional religious beliefs."
History-Social Science,HSS-7.11,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Standard:
Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason)."
History-Social Science,HSS-7.11.1,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.11 Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason).

Standard:
Know the great voyages of discovery, the locations of the routes, and the influence of cartography in the development of a new European worldview."
History-Social Science,HSS-7.11.2,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.11 Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason).

Standard:
Discuss the exchanges of plants, animals, technology, culture, and ideas among Europe, Africa, Asia, and the Americas in the fifteenth and sixteenth centuries and the major economic and social effects on each continent."
History-Social Science,HSS-7.11.3,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.11 Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason).

Standard:
Examine the origins of modern capitalism; the influence of mercantilism and cottage industry; the elements and importance of a market economy in seventeenth-century Europe; the changing international trading and marketing patterns, including their locations on a world map; and the influence of explorers and map makers."
History-Social Science,HSS-7.11.4,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.11 Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason).

Standard:
Explain how the main ideas of the Enlightenment can be traced back to such movements as the Renaissance, the Reformation, and the Scientific Revolution and to the Greeks, Romans, and Christianity."
History-Social Science,HSS-7.11.5,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.11 Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason).

Standard:
Describe how democratic thought and institutions were influenced by Enlightenment thinkers (e.g., John Locke, Charles-Louis Montesquieu, American founders)."
History-Social Science,HSS-7.11.6,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.11 Students analyze political and economic change in the sixteenth, seventeenth, and eighteenth centuries (the Age of Exploration, the Enlightenment, and the Age of Reason).

Standard:
Discuss how the principles in the Magna Carta were embodied in such documents as the English Bill of Rights and the American Declaration of Independence."
History-Social Science,HSS-7.2,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Standard:
Students analyze the geographic, political, economic, religious, and social structures of the civilizations of Islam in the Middle Ages."
History-Social Science,HSS-7.2.1,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.2 Students analyze the geographic, political, economic, religious, and social structures of the civilizations of Islam in the Middle Ages.

Standard:
Identify the physical features and describe the climate of the Arabian peninsula, its relationship to surrounding bodies of land and water, and nomadic and sedentary ways of life."
History-Social Science,HSS-7.2.2,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.2 Students analyze the geographic, political, economic, religious, and social structures of the civilizations of Islam in the Middle Ages.

Standard:
Trace the origins of Islam and the life and teachings of Muhammad, including Islamic teachings on the connection with Judaism and Christianity."
History-Social Science,HSS-7.2.3,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.2 Students analyze the geographic, political, economic, religious, and social structures of the civilizations of Islam in the Middle Ages.

Standard:
Explain the significance of the Qur'an and the Sunnah as the primary sources of Islamic beliefs, practice, and law, and their influence in Muslims' daily life."
History-Social Science,HSS-7.2.4,7,7,7,"World History and Geography: Medieval and Early Modern Times, Grade 7","Overarching Standard:
HSS-7.2 Students analyze the geographic, political, economic, religious, and social structures of the civilizations of Islam in the Middle Ages.

Standard:
Discuss the expansion of Muslim rule through military conquests and treaties, emphasizing the cultural blending within Muslim civilization and the spread and acceptance of Islam and the Arabic language."
