Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Domain,Discipline,Conceptual Category,Description
Mathematics,6.EE.3,6,6,6,Expressions and Equations,,,"Cluster:
Apply and extend previous understandings of arithmetic to algebraic expressions.

Standard:
Apply the properties of operations to generate equivalent expressions. For example, apply the distributive property to the expression 3 (2 + x) to produce the equivalent expression 6 + 3x; apply the distributive property to the expression 24x + 18y to produce the equivalent expression 6 (4x + 3y); apply properties of operations to y + y + y to produce the equivalent expression 3y."
Mathematics,6.EE.4,6,6,6,Expressions and Equations,,,"Cluster:
Apply and extend previous understandings of arithmetic to algebraic expressions.

Standard:
Identify when two expressions are equivalent (i.e., when the two expressions name the same number regardless of which value is substituted into them). For example, the expressions y + y + y and 3y are equivalent because they name the same number regardless of which number y stands for."
Mathematics,6.EE.5,6,6,6,Expressions and Equations,,,"Cluster:
Reason about and solve one-variable equations and inequalities.

Standard:
Understand solving an equation or inequality as a process of answering a question: which values from a specified set, if any, make the equation or inequality true? Use substitution to determine whether a given number in a specified set makes an equation or inequality true."
Mathematics,6.EE.6,6,6,6,Expressions and Equations,,,"Cluster:
Reason about and solve one-variable equations and inequalities.

Standard:
Use variables to represent numbers and write expressions when solving a real-world or mathematical problem; understand that a variable can represent an unknown number, or, depending on the purpose at hand, any number in a specified set."
Mathematics,6.EE.7,6,6,6,Expressions and Equations,,,"Cluster:
Reason about and solve one-variable equations and inequalities.

Standard:
Solve real-world and mathematical problems by writing and solving equations of the form x + p = q and px = q for cases in which p, q and x are all nonnegative rational numbers."
Mathematics,6.EE.8,6,6,6,Expressions and Equations,,,"Cluster:
Reason about and solve one-variable equations and inequalities.

Standard:
Write an inequality of the form x > c or x < c to represent a constraint or condition in a real-world or mathematical problem. Recognize that inequalities of the form x > c or x < c have infinitely many solutions; represent solutions of such inequalities on number line diagrams."
Mathematics,6.EE.9,6,6,6,Expressions and Equations,,,"Cluster:
Represent and analyze quantitative relationships between dependent and independent variables.

Standard:
Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation. For example, in a problem involving motion at constant speed, list and graph ordered pairs of distances and times, and write the equation d = 65t to represent the relationship between distance and time."
Mathematics,6.G.1,6,6,6,Geometry,,,"Cluster:
Solve real-world and mathematical problems involving area, surface area, and volume.

Standard:
Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
Mathematics,6.G.2,6,6,6,Geometry,,,"Cluster:
Solve real-world and mathematical problems involving area, surface area, and volume.

Standard:
Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas V = l w h and V = b h to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems."
Mathematics,6.G.3,6,6,6,Geometry,,,"Cluster:
Solve real-world and mathematical problems involving area, surface area, and volume.

Standard:
Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems."
Mathematics,6.G.4,6,6,6,Geometry,,,"Cluster:
Solve real-world and mathematical problems involving area, surface area, and volume.

Standard:
Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems."
Mathematics,6.NS.1,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of multiplication and division to divide fractions by fractions.

Standard:
Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem. For example, create a story context for (2/3) ÷ (3/4) and use a visual fraction model to show the quotient; use the relationship between multiplication and division to explain that (2/3) ÷ (3/4) = 8/9 because 3/4 of 8/9 is 2/3. (In general, (a/b) ÷ (c/d) = ad/bc.) How much chocolate will each person get if 3 people share 1/2 lb of chocolate equally? How many 3/4-cup servings are in 2/3 of a cup of yogurt? How wide is a rectangular strip of land with length 3/4 mi and area 1/2 square mi?"
Mathematics,6.NS.2,6,6,6,The Number System,,,"Cluster:
Compute fluently with multi-digit numbers and find common factors and multiples.

Standard:
Fluently divide multi-digit numbers using the standard algorithm."
Mathematics,6.NS.3,6,6,6,The Number System,,,"Cluster:
Compute fluently with multi-digit numbers and find common factors and multiples.

Standard:
Fluently add, subtract, multiply, and divide multi-digit decimals using the standard algorithm for each operation."
Mathematics,6.NS.4,6,6,6,The Number System,,,"Cluster:
Compute fluently with multi-digit numbers and find common factors and multiples.

Standard:
Find the greatest common factor of two whole numbers less than or equal to 100 and the least common multiple of two whole numbers less than or equal to 12. Use the distributive property to express a sum of two whole numbers 1-100 with a common factor as a multiple of a sum of two whole numbers with no common factor. For example, express 36 + 8 as 4 (9 + 2)."
Mathematics,6.NS.5,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation."
Mathematics,6.NS.6.a,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates. Recognize opposite signs of numbers as indicating locations on opposite sides of 0 on the number line; recognize that the opposite of the opposite of a number is the number itself, e.g., -(-3) = 3, and that 0 is its own opposite."
Mathematics,6.NS.6.b,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates. Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."
Mathematics,6.NS.6.c,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates. Find and position integers and other rational numbers on a horizontal or vertical number line diagram; find and position pairs of integers and other rational numbers on a coordinate plane."
Mathematics,6.NS.7.a,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand ordering and absolute value of rational numbers. Interpret statements of inequality as statements about the relative position of two numbers on a number line diagram. For example, interpret -3 > -7 as a statement that -3 is located to the right of -7 on a number line oriented from left to right."
Mathematics,6.NS.7.b,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand ordering and absolute value of rational numbers. Write, interpret, and explain statements of order for rational numbers in real-world contexts. For example, write -3°C > -7°C to express the fact that -3°C is warmer than -7°C."
Mathematics,6.NS.7.c,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand ordering and absolute value of rational numbers. Understand the absolute value of a rational number as its distance from 0 on the number line; interpret absolute value as magnitude for a positive or negative quantity in a real-world situation. For example, for an account balance of -30 dollars, write |-30| = 30 to describe the size of the debt in dollars."
Mathematics,6.NS.7.d,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Understand ordering and absolute value of rational numbers. Distinguish comparisons of absolute value from statements about order. For example, recognize that an account balance less than -30 dollars represents a debt greater than 30 dollars."
Mathematics,6.NS.8,6,6,6,The Number System,,,"Cluster:
Apply and extend previous understandings of numbers to the system of rational numbers.

Standard:
Solve real-world and mathematical problems by graphing points in all four quadrants of the coordinate plane. Include use of coordinates and absolute value to find distances between points with the same first coordinate or the same second coordinate."
Mathematics,6.RP.1,6,6,6,Ratios and Proportional Relationships,,,"Cluster:
Understand ratio concepts and use ratio reasoning to solve problems.

Standard:
Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. For example, ""The ratio of wings to beaks in the bird house at the zoo was 2:1, because for every 2 wings there was 1 beak."" ""For every vote candidate A received, candidate C received nearly three votes."""
Mathematics,6.RP.2,6,6,6,Ratios and Proportional Relationships,,,"Cluster:
Understand ratio concepts and use ratio reasoning to solve problems.

Standard:
Understand the concept of a unit rate a/b associated with a ratio a:b with b ? 0, and use rate language in the context of a ratio relationship. For example, ""This recipe has a ratio of 3 cups of flour to 4 cups of sugar, so there is 3/4 cup of flour for each cup of sugar."" ""We paid $75 for 15 hamburgers, which is a rate of $5 per hamburger.""

Footnote:
Expectations for unit rates in this grade are limited to non-complex fractions."
Mathematics,6.RP.3.a,6,6,6,Ratios and Proportional Relationships,,,"Cluster:
Understand ratio concepts and use ratio reasoning to solve problems.

Standard:
Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations. Make tables of equivalent ratios relating quantities with whole number measurements, find missing values in the tables, and plot the pairs of values on the coordinate plane. Use tables to compare ratios."
Mathematics,6.RP.3.b,6,6,6,Ratios and Proportional Relationships,,,"Cluster:
Understand ratio concepts and use ratio reasoning to solve problems.

Standard:
Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations. Solve unit rate problems including those involving unit pricing and constant speed. For example, if it took 7 hours to mow 4 lawns, then at that rate, how many lawns could be mowed in 35 hours? At what rate were lawns being mowed?"
Mathematics,6.RP.3.c,6,6,6,Ratios and Proportional Relationships,,,"Cluster:
Understand ratio concepts and use ratio reasoning to solve problems.

Standard:
Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations. Find a percent of a quantity as a rate per 100 (e.g., 30% of a quantity means 30/100 times the quantity); solve problems involving finding the whole, given a part and the percent."
Mathematics,6.RP.3.d,6,6,6,Ratios and Proportional Relationships,,,"Cluster:
Understand ratio concepts and use ratio reasoning to solve problems.

Standard:
Use ratio and rate reasoning to solve real-world and mathematical problems, e.g., by reasoning about tables of equivalent ratios, tape diagrams, double number line diagrams, or equations. Use ratio reasoning to convert measurement units; manipulate and transform units appropriately when multiplying or dividing quantities."
Mathematics,6.SP.1,6,6,6,Statistics and Probability,,,"Cluster:
Develop understanding of statistical variability.

Standard:
Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers. For example, ""How old am I?"" is not a statistical question, but ""How old are the students in my school?"" is a statistical question because one anticipates variability in students' ages."
Mathematics,6.SP.2,6,6,6,Statistics and Probability,,,"Cluster:
Develop understanding of statistical variability.

Standard:
Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread, and overall shape."
Mathematics,6.SP.3,6,6,6,Statistics and Probability,,,"Cluster:
Develop understanding of statistical variability.

Standard:
Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."
Mathematics,6.SP.4,6,6,6,Statistics and Probability,,,"Cluster:
Summarize and describe distributions.

Standard:
Display numerical data in plots on a number line, including dot plots, histograms, and box plots."
Mathematics,6.SP.5.a,6,6,6,Statistics and Probability,,,"Cluster:
Summarize and describe distributions.

Standard:
Summarize numerical data sets in relation to their context, such as by: Reporting the number of observations."
Mathematics,6.SP.5.b,6,6,6,Statistics and Probability,,,"Cluster:
Summarize and describe distributions.

Standard:
Summarize numerical data sets in relation to their context, such as by: Describing the nature of the attribute under investigation, including how it was measured and its units of measurement."
Mathematics,6.SP.5.c,6,6,6,Statistics and Probability,,,"Cluster:
Summarize and describe distributions.

Standard:
Summarize numerical data sets in relation to their context, such as by: Giving quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context in which the data were gathered."
Mathematics,6.SP.5.d,6,6,6,Statistics and Probability,,,"Cluster:
Summarize and describe distributions.

Standard:
Summarize numerical data sets in relation to their context, such as by: Relating the choice of measures of center and variability to the shape of the data distribution and the context in which the data were gathered."
Mathematics,7.EE.1,7,7,7,Expressions and Equations,,,"Cluster:
Use properties of operations to generate equivalent expressions.

Standard:
Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients."
Mathematics,7.EE.2,7,7,7,Expressions and Equations,,,"Cluster:
Use properties of operations to generate equivalent expressions.

Standard:
Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05."""
Mathematics,7.EE.3,7,7,7,Expressions and Equations,,,"Cluster:
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.

Standard:
Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation."
Mathematics,7.EE.4.a,7,7,7,Expressions and Equations,,,"Cluster:
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.

Standard:
Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities. Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?"
Mathematics,7.EE.4.b,7,7,7,Expressions and Equations,,,"Cluster:
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.

Standard:
Use variables to represent quantities in a real-world or mathematical problem, and construct simple equations and inequalities to solve problems by reasoning about the quantities. Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions."
Mathematics,7.G.1,7,7,7,Geometry,,,"Cluster:
Draw, construct, and describe geometrical figures and describe the relationships between them.

Standard:
Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale."
Mathematics,7.G.2,7,7,7,Geometry,,,"Cluster:
Draw, construct, and describe geometrical figures and describe the relationships between them.

Standard:
Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle."
Mathematics,7.G.3,7,7,7,Geometry,,,"Cluster:
Draw, construct, and describe geometrical figures and describe the relationships between them.

Standard:
Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids."
Mathematics,7.G.4,7,7,7,Geometry,,,"Cluster:
Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.

Standard:
Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle."
Mathematics,7.G.5,7,7,7,Geometry,,,"Cluster:
Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.

Standard:
Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure."
Mathematics,7.G.6,7,7,7,Geometry,,,"Cluster:
Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.

Standard:
Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms."
Mathematics,7.NS.1.a,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram. Describe situations in which opposite quantities combine to make 0. For example, a hydrogen atom has 0 charge because its two constituents are oppositely charged."
Mathematics,7.NS.1.b,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram. Understand p + q as the number located a distance |q| from p, in the positive or negative direction depending on whether q is positive or negative. Show that a number and its opposite have a sum of 0 (are additive inverses). Interpret sums of rational numbers by describing real-world contexts."
Mathematics,7.NS.1.c,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram. Understand subtraction of rational numbers as adding the additive inverse, p - q = p + (-q). Show that the distance between two rational numbers on the number line is the absolute value of their difference, and apply this principle in real-world contexts."
Mathematics,7.NS.1.d,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of addition and subtraction to add and subtract rational numbers; represent addition and subtraction on a horizontal or vertical number line diagram. Apply properties of operations as strategies to add and subtract rational numbers."
Mathematics,7.NS.2.a,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers. Understand that multiplication is extended from fractions to rational numbers by requiring that operations continue to satisfy the properties of operations, particularly the distributive property, leading to products such as (-1)(-1) = 1 and the rules for multiplying signed numbers. Interpret products of rational numbers by describing real-world contexts."
Mathematics,7.NS.2.b,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers. Understand that integers can be divided, provided that the divisor is not zero, and every quotient of integers (with non-zero divisor) is a rational number. If p and q are integers, then -(p/q) = (-p)/q = p/(-q). Interpret quotients of rational numbers by describing real-world contexts."
Mathematics,7.NS.2.c,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers. Apply properties of operations as strategies to multiply and divide rational numbers."
Mathematics,7.NS.2.d,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Apply and extend previous understandings of multiplication and division and of fractions to multiply and divide rational numbers. Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats."
Mathematics,7.NS.3,7,7,7,The Number System,,,"Cluster:
Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.

Standard:
Solve real-world and mathematical problems involving the four operations with rational numbers.

Footnote:
Computations with rational numbers extend the rules for manipulating fractions to complex fractions."
Mathematics,7.RP.1,7,7,7,Ratios and Proportional Relationships,,,"Cluster:
Analyze proportional relationships and use them to solve real-world and mathematical problems.

Standard:
Compute unit rates associated with ratios of fractions, including ratios of lengths, areas and other quantities measured in like or different units. For example, if a person walks 1/2 mile in each 1/4 hour, compute the unit rate as the complex fraction ½/¼ miles per hour, equivalently 2 miles per hour."
Mathematics,7.RP.2.a,7,7,7,Ratios and Proportional Relationships,,,"Cluster:
Analyze proportional relationships and use them to solve real-world and mathematical problems.

Standard:
Recognize and represent proportional relationships between quantities. Decide whether two quantities are in a proportional relationship, e.g., by testing for equivalent ratios in a table or graphing on a coordinate plane and observing whether the graph is a straight line through the origin."
Mathematics,7.RP.2.b,7,7,7,Ratios and Proportional Relationships,,,"Cluster:
Analyze proportional relationships and use them to solve real-world and mathematical problems.

Standard:
Recognize and represent proportional relationships between quantities. Identify the constant of proportionality (unit rate) in tables, graphs, equations, diagrams, and verbal descriptions of proportional relationships."
Mathematics,7.RP.2.c,7,7,7,Ratios and Proportional Relationships,,,"Cluster:
Analyze proportional relationships and use them to solve real-world and mathematical problems.

Standard:
Recognize and represent proportional relationships between quantities. Represent proportional relationships by equations. For example, if total cost t is proportional to the number n of items purchased at a constant price p, the relationship between the total cost and the number of items can be expressed as t = pn."
Mathematics,7.RP.2.d,7,7,7,Ratios and Proportional Relationships,,,"Cluster:
Analyze proportional relationships and use them to solve real-world and mathematical problems.

Standard:
Recognize and represent proportional relationships between quantities. Explain what a point (x, y) on the graph of a proportional relationship means in terms of the situation, with special attention to the points (0, 0) and (1, r) where r is the unit rate."
Mathematics,7.RP.3,7,7,7,Ratios and Proportional Relationships,,,"Cluster:
Analyze proportional relationships and use them to solve real-world and mathematical problems.

Standard:
Use proportional relationships to solve multistep ratio and percent problems. Examples: simple interest, tax, markups and markdowns, gratuities and commissions, fees, percent increase and decrease, percent error."
Mathematics,7.SP.1,7,7,7,Statistics and Probability,,,"Cluster:
Use random sampling to draw inferences about a population.

Standard:
Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences."
Mathematics,7.SP.2,7,7,7,Statistics and Probability,,,"Cluster:
Use random sampling to draw inferences about a population.

Standard:
Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be."
Mathematics,7.SP.3,7,7,7,Statistics and Probability,,,"Cluster:
Draw informal comparative inferences about two populations.

Standard:
Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable."
Mathematics,7.SP.4,7,7,7,Statistics and Probability,,,"Cluster:
Draw informal comparative inferences about two populations.

Standard:
Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book."
Mathematics,7.SP.5,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event."
Mathematics,7.SP.6,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times."
Mathematics,7.SP.7.a,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy. Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events. For example, if a student is selected at random from a class, find the probability that Jane will be selected and the probability that a girl will be selected."
Mathematics,7.SP.7.b,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy. Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process. For example, find the approximate probability that a spinning penny will land heads up or that a tossed paper cup will land open-end down. Do the outcomes for the spinning penny appear to be equally likely based on the observed frequencies?"
Mathematics,7.SP.8.a,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation. Understand that, just as with simple events, the probability of a compound event is the fraction of outcomes in the sample space for which the compound event occurs."
Mathematics,7.SP.8.b,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation. Represent sample spaces for compound events using methods such as organized lists, tables and tree diagrams. For an event described in everyday language (e.g., ""rolling double sixes""), identify the outcomes in the sample space which compose the event."
Mathematics,7.SP.8.c,7,7,7,Statistics and Probability,,,"Cluster:
Investigate chance processes and develop, use, and evaluate probability models.

Standard:
Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation. Design and use a simulation to generate frequencies for compound events. For example, use random digits as a simulation tool to approximate the answer to the question: If 40% of donors have type A blood, what is the probability that it will take at least 4 donors to find one with type A blood?"
Mathematics,A-APR.1,7-12	,7,12,Arithmetic with Polynomials and Rational Expressions,Algebra I,Algebra,"Cluster:
Perform arithmetic operations on polynomials. [Linear and quadratic]

Standard:
Understand that polynomials form a system analogous to the integers, namely, they are closed under the operations of addition, subtraction, and multiplication; add, subtract, and multiply polynomials."
Mathematics,A-CED.1,7-12	,7,12,Creating Equations,Algebra I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear, quadratic, and exponential (integer inputs only); for A.CED.3 linear only]

Standard:
Create equations and inequalities in one variable including ones with absolute value and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions. CA *"
Mathematics,A-CED.1,7-12	,7,12,Creating Equations,Math I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear and exponential (integer inputs only); for A.CED.3, linear only]

Standard:
Create equations and inequalities in one variable including ones with absolute value and use them to solve problems. Include equations arising from linear and quadratic functions, and simple rational and exponential functions. CA *"
Mathematics,A-CED.2,7-12	,7,12,Creating Equations,Math I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear and exponential (integer inputs only); for A.CED.3, linear only]

Standard:
Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales. *"
Mathematics,A-CED.2,7-12	,7,12,Creating Equations,Algebra I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear, quadratic, and exponential (integer inputs only); for A.CED.3 linear only]

Standard:
Create equations in two or more variables to represent relationships between quantities; graph equations on coordinate axes with labels and scales. *"
Mathematics,A-CED.3,7-12	,7,12,Creating Equations,Algebra I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear, quadratic, and exponential (integer inputs only); for A.CED.3 linear only]

Standard:
Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or non-viable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods. *"
Mathematics,A-CED.3,7-12	,7,12,Creating Equations,Math I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear and exponential (integer inputs only); for A.CED.3, linear only]

Standard:
Represent constraints by equations or inequalities, and by systems of equations and/or inequalities, and interpret solutions as viable or non-viable options in a modeling context. For example, represent inequalities describing nutritional and cost constraints on combinations of different foods. *"
Mathematics,A-CED.4,7-12	,7,12,Creating Equations,Math I,Algebra,"Cluster:
Create equations that describe numbers or relationships. [Linear and exponential (integer inputs only); for A.CED.3, linear only]

Standard:
Rearrange formulas to highlight a quantity of interest, using the same reasoning as in solving equations. For example, rearrange Ohm's law V = IR to highlight resistance R. *"
