Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Content Area,Overarching Content Standard,Description
Health Education,3.1.1.P,Grade 3,3,3,Personal and Community Health,1: Essential Concepts,"Standard:
Examine the difference between communicable and non-communicable diseases."
Health Education,3.1.2.G,Grade 3,3,3,Growth and Development,1: Essential Concepts,"Standard:
Recognize that there are individual differences in growth and development."
Health Education,3.1.2.M,Grade 3,3,3,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Describe the importance of assuming responsibility within the family and community."
Health Education,3.1.2.P,Grade 3,3,3,Personal and Community Health,1: Essential Concepts,"Standard:
Describe how bacteria and viruses affect the body."
Health Education,3.1.3.G,Grade 3,3,3,Growth and Development,1: Essential Concepts,"Standard:
Identify major internal and external body parts and their functions."
Health Education,3.1.3.M,Grade 3,3,3,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Explain the benefits of having positive relationships with family and friends."
Health Education,3.1.3.P,Grade 3,3,3,Personal and Community Health,1: Essential Concepts,"Standard:
Identify positive health practices that reduce illness and disease."
Health Education,3.1.4.M,Grade 3,3,3,"Mental, Emotional, and Social Health",1: Essential Concepts,"Standard:
Discuss the importance of setting (and ways to set) personal boundaries for privacy, safety, and expression of emotions."
Health Education,3.1.4.P,Grade 3,3,3,Personal and Community Health,1: Essential Concepts,"Standard:
Identify life-threatening conditions (e.g., heart attacks, asthma attacks, poisoning)."
Health Education,3.1.5.P,Grade 3,3,3,Personal and Community Health,1: Essential Concepts,"Standard:
Describe how a healthy environment is essential to personal and community health."
Health Education,3.1.6.P,Grade 3,3,3,Personal and Community Health,1: Essential Concepts,"Standard:
Discuss how reducing, recycling, and reusing products make for a healthier environment."
Health Education,3.2.1.G,Grade 3,3,3,Growth and Development,2: Analyzing Influences,"Standard:
Explain how individual behaviors and one's family and school influence growth and development."
Health Education,3.2.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",2: Analyzing Influences,"Standard:
Describe internal and external factors that affect friendships and family relationships."
Health Education,3.2.1.P,Grade 3,3,3,Personal and Community Health,2: Analyzing Influences,"Standard:
Identify how culture, family, friends, and media influence positive health practices."
Health Education,3.3.1.G,Grade 3,3,3,Growth and Development,3: Accessing Valid Health Information,"Standard:
Identify parents, guardians, and trusted adults with whom one can discuss the cycle of birth, growth, aging, and death in living things."
Health Education,3.3.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",3: Accessing Valid Health Information,"Standard:
Access trusted adults at home, at school, and in the community who can help with mental, emotional, and social health concerns."
Health Education,3.3.1.P,Grade 3,3,3,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Recognize individuals who can assist with health-related issues and potentially life-threatening health conditions (e.g., asthma episodes or seizures)."
Health Education,3.3.2.P,Grade 3,3,3,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Describe how to access help when feeling threatened."
Health Education,3.4.1.G,Grade 3,3,3,Growth and Development,4: Interpersonal Communication,"Standard:
Demonstrate how to communicate with parents, guardians, and trusted adults about growth and development."
Health Education,3.4.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",4: Interpersonal Communication,"Standard:
Demonstrate how to communicate directly, respectfully, and assertively regarding personal boundaries."
Health Education,3.4.1.P,Grade 3,3,3,Personal and Community Health,4: Interpersonal Communication,"Standard:
Demonstrate refusal skills to avoid the spread of disease."
Health Education,3.4.2.G,Grade 3,3,3,Growth and Development,4: Interpersonal Communication,"Standard:
Identify how to show respect for individual differences."
Health Education,3.5.1.G,Grade 3,3,3,Growth and Development,5: Decision Making,"Standard:
Examine why a variety of behaviors promote healthy growth and development."
Health Education,3.5.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Describe effective strategies to cope with changes within the family."
Health Education,3.5.1.P,Grade 3,3,3,Personal and Community Health,5: Decision Making,"Standard:
Use a decision-making process to reduce the risk of communicable disease or illness."
Health Education,3.5.2.M,Grade 3,3,3,"Mental, Emotional, and Social Health",5: Decision Making,"Standard:
Evaluate situations in which a trusted adult should be asked for help."
Health Education,3.6.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",6: Goal Setting,"Standard:
Make a plan to help at home and show responsibility as a family member."
Health Education,3.6.1.P,Grade 3,3,3,Personal and Community Health,6: Goal Setting,"Standard:
Set a short-term goal for positive health practices."
Health Education,3.7.1.G,Grade 3,3,3,Growth and Development,7: Practicing Health-Enhancing Behaviors,"Standard:
Determine behaviors that promote healthy growth and development."
Health Education,3.7.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",7: Practicing Health-Enhancing Behaviors,"Standard:
Evaluate effective strategies to cope with fear, stress, anger, loss, and grief in oneself and others."
Health Education,3.7.1.P,Grade 3,3,3,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Evaluate ways to prevent the transmission of communicable diseases."
Health Education,3.7.2.P,Grade 3,3,3,Personal and Community Health,7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate ways to reduce, reuse, and recycle at home, at school, and in the community."
Health Education,3.8.1.G,Grade 3,3,3,Growth and Development,8: Health Promotion,"Standard:
Encourage peers to show respect for others regardless of differences in growth and development."
Health Education,3.8.1.M,Grade 3,3,3,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Promote a positive and respectful school environment."
Health Education,3.8.1.P,Grade 3,3,3,Personal and Community Health,8: Health Promotion,"Standard:
Support others in making positive health choices."
Health Education,3.8.2.M,Grade 3,3,3,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Object appropriately to teasing of peers and family members that is based on personal characteristics."
Health Education,3.8.2.P,Grade 3,3,3,Personal and Community Health,8: Health Promotion,"Standard:
Encourage others to promote a healthy environment."
Health Education,3.8.3.M,Grade 3,3,3,"Mental, Emotional, and Social Health",8: Health Promotion,"Standard:
Demonstrate the ability to support and respect people with differences."
Health Education,4.1.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Describe the harmful short- and long-term effects of alcohol, tobacco, and other drugs, including inhalants."
Health Education,4.1.1.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify and define key nutrients and their functions."
Health Education,4.1.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe safety hazards, including those related to fire, water, dangerous objects, being home alone, and using the Internet."
Health Education,4.1.10.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Define a gang and how it is different from a club, sports team, or clique."
Health Education,4.1.11.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe the dangers of gang activity."
Health Education,4.1.12.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify positive alternatives to gang activity."
Health Education,4.1.13.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Demonstrate proper lifting and carrying techniques for handling heavy backpacks and book bags."
Health Education,4.1.14.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify personal protection equipment needed for sports and recreational activities (e.g., mouthpieces, pads, helmets)."
Health Education,4.1.15.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain what to do if someone is poisoned (e.g., by household cleaning or paint products): call 9-1-1, a poison control center, or other local emergency number."
Health Education,4.1.16.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify ways to reduce risk of injuries from fires, around water, while riding a motor vehicle, as a pedestrian, on the playground, and from falls."
Health Education,4.1.17.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify ways to prevent vision and hearing damage."
Health Education,4.1.18.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain how courtesy, compassion, and respect toward others reduce conflict and promote nonviolent behavior."
Health Education,4.1.19.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Demonstrate escape strategies for cases of inappropriate touching or attempted abduction."
Health Education,4.1.2.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Identify ways to cope with situations involving alcohol, tobacco, and other drugs."
Health Education,4.1.2.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
State the recommended number of servings and serving sizes for different food groups."
Health Education,4.1.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify behaviors that may lead to conflict with others."
Health Education,4.1.3.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain the differences between medicines and illicit drugs."
Health Education,4.1.3.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the relationship between food intake, physical activity, and good health."
Health Education,4.1.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe the different types of bullying and harassment."
Health Education,4.1.4.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Identify family and school rules about alcohol, tobacco, and drug use."
Health Education,4.1.4.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify how to keep food safe through proper food preparation and storage."
Health Education,4.1.4.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Examine the effects of bullying and harassment on others."
Health Education,4.1.5.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",1: Essential Concepts,"Standard:
Explain why individual reactions to alcohol and drug use may vary."
Health Education,4.1.5.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain how food can contain germs that cause illness."
Health Education,4.1.5.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify basic safety guidelines associated with weather-related emergencies and natural disasters (e.g., floods, earthquakes, and tsunamis)."
Health Education,4.1.6.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain the importance of drinking plenty of water, especially during vigorous physical activity."
Health Education,4.1.6.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Identify disaster preparedness procedures at home, at school, and in the community."
Health Education,4.1.7.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the benefits of moderate and vigorous physical activity."
Health Education,4.1.7.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Describe ways to seek assistance if worried, abused, or threatened."
Health Education,4.1.8.N,Grade 4,4,4,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify ways to increase and monitor physical activity."
Health Education,4.1.8.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain the dangers of having weapons at school, at home, and in the community.[1]

Footnote:
[1] See Education Code (EC) Sections 49330 and the Glossary for the legal definition of a weapon."
Health Education,4.1.9.S,Grade 4,4,4,"Injury, Prevention, and Safety",1: Essential Concepts,"Standard:
Explain the importance of wearing helmets, pads, mouth guards, water safety vests, and other safety equipment during athletic and outdoor activities."
Health Education,4.2.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Identify internal and external influences that affect the use of alcohol, tobacco, and other drugs."
Health Education,4.2.1.N,Grade 4,4,4,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Identify internal and external influences that affect food choices."
Health Education,4.2.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Analyze how emotions contribute to both safe and violent behaviors."
Health Education,4.2.2.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",2: Analyzing Influences,"Standard:
Examine advertising strategies used for alcohol, tobacco, and other drugs."
Health Education,4.2.2.N,Grade 4,4,4,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Analyze advertising and marketing techniques used for food and beverages."
Health Education,4.2.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Examine the influence of violence in media and technology on health behavior."
Health Education,4.2.3.N,Grade 4,4,4,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Identify internal and external influences that affect physical activity."
Health Education,4.2.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",2: Analyzing Influences,"Standard:
Explain that most young people do not use violence to deal with problems."
Health Education,4.3.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",3: Accessing Valid Health Information,"Standard:
Identify sources of valid information regarding alcohol, tobacco, and other drugs."
Health Education,4.3.1.N,Grade 4,4,4,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Identify resources for valid information about safe and healthy foods."
Health Education,4.3.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Identify accurate sources of information about injury prevention and safety."
Health Education,4.3.2.N,Grade 4,4,4,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Use food labels to determine nutrient and sugar content."
Health Education,4.3.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Demonstrate how to access emergency services and communicate effectively with emergency personnel."
Health Education,4.3.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Identify safe people and places to go to if feeling unsafe or threatened (e.g., school counselor, police department, fire department)."
Health Education,4.3.4.S,Grade 4,4,4,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Identify trusted adults to report to if people are in danger of hurting themselves or others."
Health Education,4.3.5.S,Grade 4,4,4,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Demonstrate how to dial 9-1-1 or other emergency numbers and how to provide appropriate information."
Health Education,4.3.6.S,Grade 4,4,4,"Injury, Prevention, and Safety",3: Accessing Valid Health Information,"Standard:
Demonstrate the ability to read and follow labels of common household products concerning dangers and safe use, storage, and proper disposal."
Health Education,4.4.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Demonstrate refusal skills to resist the pressure to experiment with alcohol, tobacco, and other drugs."
Health Education,4.4.1.N,Grade 4,4,4,Nutrition and Physical Activity,4: Interpersonal Communication,"Standard:
Demonstrate effective communication skills to ask for healthy food choices."
Health Education,4.4.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Demonstrate the ability to use refusal skills in risky situations."
Health Education,4.4.2.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",4: Interpersonal Communication,"Standard:
Practice effective verbal communication skills to request assistance in situations where alcohol, tobacco, and other drugs are being used."
Health Education,4.4.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Practice effective conflict resolution techniques with others."
Health Education,4.4.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Report bullying, harassment, and other dangerous situations."
Health Education,4.4.4.S,Grade 4,4,4,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Demonstrate refusal skills to avoid gang involvement."
Health Education,4.4.5.S,Grade 4,4,4,"Injury, Prevention, and Safety",4: Interpersonal Communication,"Standard:
Demonstrate what to say and do when witnessing bullying."
Health Education,4.5.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",5: Decision Making,"Standard:
Evaluate strategies to avoid situations where alcohol, tobacco, and other drugs are being used."
Health Education,4.5.1.N,Grade 4,4,4,Nutrition and Physical Activity,5: Decision Making,"Standard:
Describe how to use a decision-making process to select nutritious foods and beverages."
Health Education,4.5.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Evaluate strategies to avoid potentially dangerous situations."
Health Education,4.5.2.N,Grade 4,4,4,Nutrition and Physical Activity,5: Decision Making,"Standard:
Describe how to use a decision-making process to select healthy options for physical activity."
Health Education,4.5.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Examine the consequences of bullying and harassment."
Health Education,4.5.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Analyze the benefits of using nonviolent means to resolve conflicts."
Health Education,4.5.4.S,Grade 4,4,4,"Injury, Prevention, and Safety",5: Decision Making,"Standard:
Evaluate how following family, school, and community rules can impact safety."
Health Education,4.6.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",6: Goal Setting,"Standard:
Make a plan to choose healthy alternatives to tobacco and drug use."
Health Education,4.6.1.N,Grade 4,4,4,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Make a plan to choose healthy foods and beverages."
Health Education,4.6.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",6: Goal Setting,"Standard:
Make a personal commitment to use appropriate protective gear while engaging in activities."
Health Education,4.6.2.N,Grade 4,4,4,Nutrition and Physical Activity,6: Goal Setting,"Standard:
Make a plan to choose physical activities at school and at home."
Health Education,4.6.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",6: Goal Setting,"Standard:
Make a personal commitment to stay away from people involved in gang activity."
Health Education,4.7.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",7: Practicing Health-Enhancing Behaviors,"Standard:
Use a variety of effective coping strategies when faced with alcohol, tobacco, and other drug use and abuse by family or friends."
Health Education,4.7.1.N,Grade 4,4,4,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Practice how to take personal responsibility for eating healthy foods."
Health Education,4.7.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate strategies to avoid bullying and other types of harassment."
Health Education,4.7.2.N,Grade 4,4,4,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Practice how to take personal responsibility for limiting sugar consumption in foods, snacks, and beverages."
Health Education,4.7.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Practice disaster preparedness procedures at home and at school."
Health Education,4.7.3.N,Grade 4,4,4,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Identify ways to establish and maintain healthy eating practices consistent with current research-based guidelines for a nutritionally balanced diet."
Health Education,4.7.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Use appropriate protective gear and equipment."
Health Education,4.7.4.N,Grade 4,4,4,Nutrition and Physical Activity,7: Practicing Health-Enhancing Behaviors,"Standard:
Practice how to take personal responsibility for engaging in physical activity."
Health Education,4.7.4.S,Grade 4,4,4,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Follow safety rules and laws at home, at school, and in the community."
Health Education,4.7.5.S,Grade 4,4,4,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate escape strategies for cases of inappropriate touching or attempted abduction."
Health Education,4.7.6.S,Grade 4,4,4,"Injury, Prevention, and Safety",7: Practicing Health-Enhancing Behaviors,"Standard:
Demonstrate the ability to execute an escape plan for incidents of fires, floods, earthquakes, and other natural disasters."
Health Education,4.8.1.A,Grade 4,4,4,"Alcohol, Tobacco, and Other Drugs",8: Health Promotion,"Standard:
Encourage others to be free of alcohol, tobacco, and other drugs."
Health Education,4.8.1.N,Grade 4,4,4,Nutrition and Physical Activity,8: Health Promotion,"Standard:
Support others in making positive food and physical activity choices."
Health Education,4.8.1.S,Grade 4,4,4,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Encourage specific measures to improve home or school safety."
Health Education,4.8.2.S,Grade 4,4,4,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Offer friendship and support to someone who was bullied."
Health Education,4.8.3.S,Grade 4,4,4,"Injury, Prevention, and Safety",8: Health Promotion,"Standard:
Encourage others' safety behaviors (e.g., wearing bicycle helmets and seat belts)."
Health Education,5.1.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Describe the human cycle of reproduction, birth, growth, aging, and death.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.1.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the food groups, including recommended portions to eat from each food group."
Health Education,5.1.1.P,Grade 5,5,5,Personal and Community Health,1: Essential Concepts,"Standard:
Identify effective personal health strategies that reduce illness and injury (e.g., adequate sleep, ergonomics, sun safety, hand washing, hearing protection, and tooth brushing and tooth flossing)."
Health Education,5.1.10.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Identify personal hygiene practices and health and safety issues related to puberty (e.g., showering, use of sanitary products, deodorant, and athletic supporters).

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.10.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe how physical activity, rest, and sleep are related."
Health Education,5.1.11.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify physical, academic, mental, and social benefits of regular physical activity."
Health Education,5.1.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain the structure, function, and major parts of the human reproductive system.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.2.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Identify key components of the ""Nutrition Facts"" labels."
Health Education,5.1.2.P,Grade 5,5,5,Personal and Community Health,1: Essential Concepts,"Standard:
Explain how viruses and bacteria affect the immune system and impact health."
Health Education,5.1.3.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Identify the physical, social, and emotional changes that occur during puberty.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.3.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain the relationship between the intake of nutrients and metabolism."
Health Education,5.1.3.P,Grade 5,5,5,Personal and Community Health,1: Essential Concepts,"Standard:
Describe how environmental conditions affect personal health."
Health Education,5.1.4.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Define sexually transmitted diseases (STDs), including human immunodeficiency virus (HIV) and acquired immunodeficiency syndrome (AIDS).

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.4.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain why some food groups have a greater number of recommended portions than other food groups."
Health Education,5.1.4.P,Grade 5,5,5,Personal and Community Health,1: Essential Concepts,"Standard:
Describe the personal hygiene needs associated with the onset of puberty."
Health Education,5.1.5.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Describe how HIV is and is not transmitted.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.5.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe safe food handling and preparation practices."
Health Education,5.1.5.P,Grade 5,5,5,Personal and Community Health,1: Essential Concepts,"Standard:
Define life-threatening situations (e.g., heart attacks, asthma attacks, poisonings)."
Health Education,5.1.6.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Recognize that there are individual differences in growth and development, physical appearance, and gender roles.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.6.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Differentiate between more-nutritious and less-nutritious beverages and snacks."
Health Education,5.1.6.P,Grade 5,5,5,Personal and Community Health,1: Essential Concepts,"Standard:
Explain that all individuals have a responsibility to protect and preserve the environment."
Health Education,5.1.7.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Recognize that everyone has the right to establish personal boundaries.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.7.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain the concept of eating in moderation."
Health Education,5.1.8.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Recognize that friendship, attraction, and affection can be expressed in different ways.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.8.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Describe the benefits of eating a nutritionally balanced diet consistent with current research-based dietary guidelines."
Health Education,5.1.9.G,Grade 5,5,5,"Growth, Development, and Sexual Health",1: Essential Concepts,"Standard:
Explain that puberty and physical development can vary considerably and still be normal.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.1.9.N,Grade 5,5,5,Nutrition and Physical Activity,1: Essential Concepts,"Standard:
Explain how good health is influenced by healthy eating and being physically active."
Health Education,5.2.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Explain how culture, media, and other factors influence perceptions about body image, gender roles, and attractiveness.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.2.1.N,Grade 5,5,5,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Describe internal and external influences that affect food choices and physical activity."
Health Education,5.2.1.P,Grade 5,5,5,Personal and Community Health,2: Analyzing Influences,"Standard:
Identify internal and external influences that affect personal health practices."
Health Education,5.2.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Describe how heredity influences growth and development.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.2.2.N,Grade 5,5,5,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Recognize that family and cultural influences affect food choices."
Health Education,5.2.3.G,Grade 5,5,5,"Growth, Development, and Sexual Health",2: Analyzing Influences,"Standard:
Discuss how changes during puberty affect thoughts, emotions, and behaviors.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.2.3.N,Grade 5,5,5,Nutrition and Physical Activity,2: Analyzing Influences,"Standard:
Describe the influence of advertising and marketing techniques on food and beverage choices."
Health Education,5.3.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Recognize parents, guardians, and other trusted adults as resources for information about puberty.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.3.1.N,Grade 5,5,5,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Locate age-appropriate guidelines for eating and physical activity."
Health Education,5.3.1.P,Grade 5,5,5,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Identify sources of valid information about personal health products and services."
Health Education,5.3.2.G,Grade 5,5,5,"Growth, Development, and Sexual Health",3: Accessing Valid Health Information,"Standard:
Differentiate between reliable and unreliable sources of information about puberty.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.3.2.N,Grade 5,5,5,Nutrition and Physical Activity,3: Accessing Valid Health Information,"Standard:
Interpret information provided on food labels."
Health Education,5.3.2.P,Grade 5,5,5,Personal and Community Health,3: Accessing Valid Health Information,"Standard:
Identify individuals who can assist with health-related issues and potentially life-threatening health conditions (e.g., asthma episodes or seizures)."
Health Education,5.4.1.G,Grade 5,5,5,"Growth, Development, and Sexual Health",4: Interpersonal Communication,"Standard:
Use effective communication skills to discuss with parents, guardians, and other trusted adults the changes that occur during puberty.

Footnote:
[1] Education Code (EC) Section 51933 (a)(b)(c)."
Health Education,5.4.1.N,Grade 5,5,5,Nutrition and Physical Activity,4: Interpersonal Communication,"Standard:
Use communication skills to deal effectively with influences from peers and media regarding food choices and physical activity."
