Content Area,Standard Identifier,Grade Range,Min Grade,Max Grade,Disciplinary Core Idea,Cross Cutting Concept,Science & Engineering Practice,Content Area,Description
Science (CA NGSS),MS-LS3-2,6-8	,6,8,"LS1.B: Growth and Development of Organisms, LS3.A: Inheritance of Traits, LS3.B: Variation of Traits",CCC-2: Cause and Effect: Mechanism and Explanation,SEP-2: Developing and Using Models,Life Science,"Title: MS-LS3 Heredity: Inheritance and Variation of Traits

Performance Expectation: Develop and use a model to describe why asexual reproduction results in offspring with identical genetic information and sexual reproduction results in offspring with genetic variation.  [Clarification Statement: Emphasis is on using models such as Punnett squares, diagrams, and simulations to describe the cause and effect relationship of gene transmission from parent(s) to offspring and resulting genetic variation.]

Disciplinary Core Idea(s):
LS1.B: Growth and Development of Organisms
Organisms reproduce, either sexually or asexually, and transfer their genetic information to their offspring. (secondary to MS-LS3-2)

LS3.A: Inheritance of Traits
Variations of inherited traits between parent and offspring arise from genetic differences that result from the subset of chromosomes (and therefore genes) inherited.

LS3.B: Variation of Traits
In sexually reproducing organisms, each parent contributes half of the genes acquired (at random) by the offspring. Individuals have two of each chromosome and hence two alleles of each gene, one acquired from each parent. These versions may be identical or may differ from each other.

Science & Engineering Practices: Developing and Using Models
Develop and use a model to describe phenomena.

Crosscutting Concepts: Cause and Effect
Cause and effect relationships may be used to predict phenomena in natural systems.

California Environmental Principles and Concepts:
N/A

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts.
RST.6-8.4: Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6-8 texts and topics.
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).
SL.8.5: Integrate multimedia and visual displays into presentations to clarify information, strengthen claims and evidence, and add interest.                                                 

Mathematics
MP.4: Model with mathematics. 
6.SP.5.a-d: Summarize numerical data sets in relation to their context.

DCI Connections:
Connections to other DCIs in this grade-band: N/A

Articulation across grade-bands: 3.LS3.A; 3.LS3.B; HS.LS1.B; HS.LS3.A; HS.LS3.B"
Science (CA NGSS),MS-LS4-1,6-8	,6,8,LS4.A: Evidence of Common Ancestry and Diversity,CCC-1: Patterns,SEP-4: Analyzing and Interpreting Data,Life Science,"Title: MS-LS4 Biological Evolution: Unity and Diversity

Performance Expectation: Analyze and interpret data for patterns in the fossil record that document the existence, diversity, extinction, and change of life forms throughout the history of life on Earth under the assumption that natural laws operate today as in the past.  [Clarification Statement: Emphasis is on finding patterns of changes in the level of complexity of anatomical structures in organisms and the chronological order of fossil appearance in the rock layers.] [Assessment Boundary: Assessment does not include the names of individual species or geological eras in the fossil record.]

Disciplinary Core Idea(s):
LS4.A: Evidence of Common Ancestry and Diversity
The collection of fossils and their placement in chronological order (e.g., through the location of the sedimentary layers in which they are found or through radioactive dating) is known as the fossil record. It documents the existence, diversity, extinction, and change of many life forms throughout the history of life on Earth.

Science & Engineering Practices: Analyzing and Interpreting Data
Analyze and interpret data to determine similarities and differences in findings.

Connections to Nature of Science:
 
Scientific Knowledge is Based on Empirical Evidence
Science knowledge is based upon logical and conceptual connections between evidence and explanations.

Crosscutting Concepts: Patterns
Graphs, charts, and images can be used to identify patterns in data.
 
Connections to Nature of Science:
 
Scientific Knowledge Assumes an Order and Consistency in Natural Systems
Science assumes that objects and events in natural systems occur in consistent patterns that are understandable through measurement and observation.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions. 
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).

DCI Connections:
Connections to other DCIs in this grade-band: MS.ESS1.C; MS.ESS2.B

Articulation across grade-bands: 3.LS4.A; HS.LS4.A; HS.ESS1.C"
Science (CA NGSS),MS-LS4-2,6-8	,6,8,LS4.A: Evidence of Common Ancestry and Diversity,CCC-1: Patterns,SEP-6: Constructing Explanations and Designing Solutions,Life Science,"Title: MS-LS4 Biological Evolution: Unity and Diversity

Performance Expectation: Apply scientific ideas to construct an explanation for the anatomical similarities and differences among modern organisms and between modern and fossil organisms to infer evolutionary relationships.  [Clarification Statement: Emphasis is on explanations of the evolutionary relationships among organisms in terms of similarity or differences of the gross appearance of anatomical structures.]

Disciplinary Core Idea(s):
LS4.A: Evidence of Common Ancestry and Diversity
Anatomical similarities and differences between various organisms living today and between them and organisms in the fossil record, enable the reconstruction of evolutionary history and the inference of lines of evolutionary descent.

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Apply scientific ideas to construct an explanation for real-world phenomena, examples, or events.

Crosscutting Concepts: Patterns
Patterns can be used to identify cause and effect relationships.
 
Connections to Nature of Science:
 
Scientific Knowledge Assumes an Order and Consistency in Natural Systems
Science assumes that objects and events in natural systems occur in consistent patterns that are understandable through measurement and observation.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
WHST.6-8.2.a-f: Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes.
WHST.6-8.9: Draw evidence from informational texts to support analysis, reflection, and research.
SL.8.1.a-d: Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.
SL.8.4: Present claims and findings (e.g., argument, narrative, response to literature presentations), emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation. 
a. Plan and present a narrative that: establishes a context and point of view, presents a logical sequence, uses narrative techniques (e.g., dialogue, pacing, description, sensory language), uses a variety of transitions, and provides a conclusion that reflects the experience.

DCI Connections:
Connections to other DCIs in this grade-band: MS.LS3.A; MS.LS3.B; MS.ESS1.C

Articulation across grade-bands: 3.LS4.A; HS.LS4.A; HS.ESS1.C"
Science (CA NGSS),MS-LS4-3,6-8	,6,8,LS4.A: Evidence of Common Ancestry and Diversity,CCC-1: Patterns,SEP-4: Analyzing and Interpreting Data,Life Science,"Title: MS-LS4 Biological Evolution: Unity and Diversity

Performance Expectation: Analyze displays of pictorial data to compare patterns of similarities in the embryological development across multiple species to identify relationships not evident in the fully formed anatomy.  [Clarification Statement: Emphasis is on inferring general patterns of relatedness among embryos of different organisms by comparing the macroscopic appearance of diagrams or pictures.] [Assessment Boundary: Assessment of comparisons is limited to gross appearance of anatomical structures in embryological development.]

Disciplinary Core Idea(s):
LS4.A: Evidence of Common Ancestry and Diversity
Comparison of the embryological development of different species also reveals similarities that show relationships not evident in the fully-formed anatomy.

Science & Engineering Practices: Analyzing and Interpreting Data
Analyze displays of data to identify linear and nonlinear relationships.

Crosscutting Concepts: Patterns
Graphs, charts, and images can be used to identify patterns in data.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).
RST.6-8.9: Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.

DCI Connections:
Connections to other DCIs in this grade-band: N/A

Articulation across grade-bands: HS.LS4.A"
Science (CA NGSS),MS-LS4-4,6-8	,6,8,LS4.B: Natural Selection,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-6: Constructing Explanations and Designing Solutions,Life Science,"Title: MS-LS4 Biological Evolution: Unity and Diversity

Performance Expectation: Construct an explanation based on evidence that describes how genetic variations of traits in a population increase some individuals' probability of surviving and reproducing in a specific environment.  [Clarification Statement: Emphasis is on using simple probability statements and proportional reasoning to construct explanations.] 

Disciplinary Core Idea(s):
LS4.B: Natural Selection
Natural selection leads to the predominance of certain traits in a population, and the suppression of others.

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Construct an explanation that includes qualitative or quantitative relationships between variables that describe phenomena.

Crosscutting Concepts: Cause and Effect
Phenomena may have more than one cause, and some cause and effect relationships in systems can only be described using probability.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
RST.6-8.9: Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic. 
WHST.6-8.2.a-f: Write informative/explanatory texts, including the narration of historical events, scientific procedures/experiments, or technical processes. 
WHST.6-8.9: Draw evidence from informational texts to support analysis, reflection, and research.
SL.8.1.a-d: Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 8 topics, texts, and issues, building on others' ideas and expressing their own clearly.
SL.8.4: Present claims and findings (e.g., argument, narrative, response to literature presentations), emphasizing salient points in a focused, coherent manner with relevant evidence, sound valid reasoning, and well-chosen details; use appropriate eye contact, adequate volume, and clear pronunciation. 
a. Plan and present a narrative that: establishes a context and point of view, presents a logical sequence, uses narrative techniques (e.g., dialogue, pacing, description, sensory language), uses a variety of transitions, and provides a conclusion that reflects the experience. 
                                     
Mathematics
6.RP.1: Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities. 
6.SP.5.a-d: Summarize numerical data sets in relation to their context. 
7.RP.2.a-d: Recognize and represent proportional relationships between quantities.

DCI Connections:
Connections to other DCIs in this grade-band: MS.LS2.A; MS.LS3.A; MS.LS3.B

Articulation across grade-bands: 3.LS3.B; 3.LS4.B; HS.LS2.A; HS.LS3.B; HS.LS4.B; HS.LS4.C"
Science (CA NGSS),MS-LS4-5,6-8	,6,8,LS4.B: Natural Selection,CCC-2: Cause and Effect: Mechanism and Explanation,"SEP-8: Obtaining, Evaluating, and Communicating Information",Life Science,"Title: MS-LS4 Biological Evolution: Unity and Diversity

Performance Expectation: Gather and synthesize information about technologies that have changed the way humans influence the inheritance of desired traits in organisms.  [Clarification Statement: Emphasis is on synthesizing information from reliable sources about the influence of humans on genetic outcomes in artificial selection (such as genetic modification, animal husbandry, gene therapy); and, on the impacts these technologies have on society as well as the technologies leading to these scientific discoveries.] 

Disciplinary Core Idea(s):
LS4.B: Natural Selection
In artificial selection, humans have the capacity to influence certain characteristics of organisms by selective breeding. One can choose desired parental traits determined by genes, which are then passed on to offspring.

Science & Engineering Practices: Obtaining, Evaluating, and Communicating Information
Obtaining, evaluating, and communicating information in 6-8 builds on K-5 experiences and progresses to evaluating the merit and validity of ideas and methods.
Gather, read, and synthesize information from multiple appropriate sources and assess the credibility, accuracy, and possible bias of each publication and methods used, and describe how they are supported or not supported by evidence.

Crosscutting Concepts: Cause and Effect
Phenomena may have more than one cause, and some cause and effect relationships in systems can only be described using probability.

Connections to Engineering, Technology, and Applications of Science:
 
Interdependence of Science, Engineering, and Technology
Engineering advances have led to important discoveries in virtually every field of science, and scientific discoveries have led to the development of entire industries and engineered systems.
 
Connections to Nature of Science:
 
Science Addresses Questions About the Natural and Material World
Scientific knowledge can describe the consequences of actions but does not necessarily prescribe the decisions that society takes.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
WHST.6-8.8: Gather relevant information from multiple print and digital sources (primary and secondary), using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.

DCI Connections:
Connections to other DCIs in this grade-band: N/A

Articulation across grade-bands: HS.LS3.B; HS.LS4.C"
Science (CA NGSS),MS-LS4-6,6-8	,6,8,LS4.C: Adaptation,CCC-2: Cause and Effect: Mechanism and Explanation,SEP-5: Using Mathematics and Computational Thinking,Life Science,"Title: MS-LS4 Biological Evolution: Unity and Diversity

Performance Expectation: Use mathematical representations to support explanations of how natural selection may lead to increases and decreases of specific traits in populations over time.  [Clarification Statement: Emphasis is on using mathematical models, probability statements, and proportional reasoning to support explanations of trends in changes to populations over time.] [Assessment Boundary: Assessment does not include Hardy Weinberg calculations.]

Disciplinary Core Idea(s):
LS4.C: Adaptation
Adaptation by natural selection acting over generations is one important process by which species change over time in response to changes in environmental conditions. Traits that support successful survival and reproduction in the new environment become more common; those that do not become less common. Thus, the distribution of traits in a population changes.

Science & Engineering Practices: Using Mathematics and Computational Thinking
Use mathematical representations to support scientific conclusions and design solutions.

Crosscutting Concepts: Cause and Effect
Phenomena may have more than one cause, and some cause and effect relationships in systems can only be described using probability.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
Mathematics
MP.4: Model with mathematics.
6.RP.1: Understand the concept of a ratio and use ratio language to describe a ratio relationship between two quantities.
6.SP.5.a-d: Summarize numerical data sets in relation to their context.
7.RP.2.a-d: Recognize and represent proportional relationships between quantities.

DCI Connections:
Connections to other DCIs in this grade-band: MS.LS2.A; MS.LS2.C; MS.LS3.B; MS.ESS1.C

Articulation across grade-bands: 3.LS4.C; HS.LS2.A; HS.LS2.C; HS.LS3.B; HS.LS4.B; HS.LS4.C"
Science (CA NGSS),MS-PS1-1,6-8	,6,8,PS1.A: Structure and Properties of Matter,"CCC-3: Scale, Proportion, and Quantity",SEP-2: Developing and Using Models,Physical Science,"Title: MS-PS1 Matter and Its Interactions

Performance Expectation: Develop models to describe the atomic composition of simple molecules and extended structures.  [Clarification Statement: Emphasis is on developing models of molecules that vary in complexity. Examples of simple molecules could include ammonia and methanol. Examples of extended structures could include sodium chloride or diamonds. Examples of molecular-level models could include drawings, 3D ball and stick structures, or computer representations showing different molecules with different types of atoms.] [Assessment Boundary: Assessment does not include valence electrons and bonding energy, discussing the ionic nature of subunits of complex structures, or a complete depiction of all individual atoms in a complex molecule or extended structure.]


Disciplinary Core Idea(s):
PS1.A: Structure and Properties of Matter
Substances are made from different types of atoms, which combine with one another in various ways. Atoms form molecules that range in size from two to thousands of atoms.
Solids may be formed from molecules, or they may be extended structures with repeating subunits (e.g., crystals).

Science & Engineering Practices: Developing and Using Models
Develop a model to predict and/or describe phenomena.

Crosscutting Concepts: Scale, Proportion, and Quantity
Time, space, and energy phenomena can be observed at various scales using models to study systems that are too large or too small.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).

Mathematics
MP.2: Reason abstractly and quantitatively.
MP.4: Model with mathematics. 
6.RP.3: Use ratio and rate reasoning to solve real-world and mathematical problems.

DCI Connections:
Connections to other DCIs in this grade-band: MS.ESS2.C

Articulation across grade-bands: 5.PS1.A; HS.PS1.A; HS.ESS1.A"
Science (CA NGSS),"MS-PS1-2 ",6-8	,6,8,"PS1.A: Structure and Properties of Matter, PS1.B: Chemical Reactions",CCC-1: Patterns,SEP-4: Analyzing and Interpreting Data,Physical Science,"Title: MS-PS1 Matter and Its Interactions

Performance Expectation: Analyze and interpret data on the properties of substances before and after the substances interact to determine if a chemical reaction has occurred.  [Clarification Statement: Examples of reactions could include burning sugar or steel wool, fat reacting with sodium hydroxide, and mixing zinc with hydrogen chloride.] [Assessment Boundary: Assessment is limited to analysis of the following properties:  density, melting point, boiling point, solubility, flammability, and odor.]

Disciplinary Core Idea(s):
PS1.A: Structure and Properties of Matter
Each pure substance has characteristic physical and chemical properties (for any bulk quantity under given conditions) that can be used to identify it.

PS1.B: Chemical Reactions
Substances react chemically in characteristic ways. In a chemical process, the atoms that make up the original substances are regrouped into different molecules, and these new substances have different properties from those of the reactants.

Science & Engineering Practices: Analyzing and Interpreting Data
Analyze and interpret data to determine similarities and differences in findings.

Connections to Nature of Science:
 
Scientific Knowledge is Based on Empirical Evidence
Science knowledge is based upon logical and conceptual connections between evidence and explanations.

Crosscutting Concepts: Patterns
Macroscopic patterns are related to the nature of microscopic and atomic-level structure.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table). 

Mathematics
MP.2: Reason abstractly and quantitatively.
6.RP.3: Use ratio and rate reasoning to solve real-world and mathematical problems.
6.SP.4: Display numerical data in plots on a number line, including dot plots, histograms, and box plots.
6.SP.5.a-d: Summarize numerical data sets in relation to their context.

DCI Connections:
Connections to other DCIs in this grade-band: MS.PS3.D; MS.LS1.C; MS.ESS2.A

Articulation across grade-bands: 5.PS1.B; HS.PS1.B"
Science (CA NGSS),MS-PS1-3,6-8	,6,8,"PS1.A: Structure and Properties of Matter, PS1.B: Chemical Reactions",CCC-6: Structure and Function,"SEP-8: Obtaining, Evaluating, and Communicating Information",Physical Science,"Title: MS-PS1 Matter and Its Interactions

Performance Expectation: Gather and make sense of information to describe that synthetic materials come from natural resources and impact society.  [Clarification Statement: Emphasis is on natural resources that undergo a chemical process to form the synthetic material. Examples of new materials could include new medicine, foods, and alternative fuels.] [Assessment Boundary: Assessment is limited to qualitative information.] 

Disciplinary Core Idea(s):
PS1.A: Structure and Properties of Matter
Each pure substance has characteristic physical and chemical properties (for any bulk quantity under given conditions) that can be used to identify it.

PS1.B: Chemical Reactions
Substances react chemically in characteristic ways. In a chemical process, the atoms that make up the original substances are regrouped into different molecules, and these new substances have different properties from those of the reactants.

Science & Engineering Practices: Obtaining, Evaluating, and Communicating Information
Gather, read, and synthesize information from multiple appropriate sources and assess the credibility, accuracy, and possible bias of each publication and methods used, and describe how they are supported or now supported by evidence.

Crosscutting Concepts: Structure and Function
Structures can be designed to serve particular functions by taking into account properties of different materials, and how materials can be shaped and used.

Connections to Engineering, Technology, and Applications of Science:
 
Interdependence of Science, Engineering, and Technology
Engineering advances have led to important discoveries in virtually every field of science, and scientific discoveries have led to the development of entire industries and engineered systems.

Influence of Science, Engineering and Technology on Society and the Natural World
The uses of technologies and any limitation on their use are driven by individual or societal needs, desires, and values; by the findings of scientific research; and by differences in such factors as climate, natural resources, and economic conditions. Thus technology use varies from region to region and over time.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.1: Cite specific textual evidence to support analysis of science and technical texts, attending to the precise details of explanations or descriptions.
WHST.6-8.8: Gather relevant information from multiple print and digital sources (primary and secondary), using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.

DCI Connections:
Connections to other DCIs in this grade-band: MS.LS2.A; MS.LS4.D; MS.ESS3.A; MS.ESS3.C

Articulation across grade-bands: HS.PS1.A; HS.LS2.A; HS.LS4.D; HS.ESS3.A"
Science (CA NGSS),MS-PS1-4,6-8	,6,8,"PS1.A: Structure and Properties of Matter, PS3.A: Definitions of Energy",CCC-2: Cause and Effect: Mechanism and Explanation,SEP-2: Developing and Using Models,Physical Science,"Title: MS-PS1 Matter and Its Interactions

Performance Expectation: Develop a model that predicts and describes changes in particle motion, temperature, and state of a pure substance when thermal energy is added or removed.  [Clarification Statement: Emphasis is on qualitative molecular-level models of solids, liquids, and gases to show that adding or removing thermal energy increases or decreases kinetic energy of the particles until a change of state occurs. Examples of models could include drawings and diagrams. Examples of particles could include molecules or inert atoms. Examples of pure substances could include water, carbon dioxide, and helium.]

Disciplinary Core Idea(s):
PS1.A: Structure and Properties of Matter
Gases and liquids are made of molecules or inert atoms that are moving about relative to each other.
In a liquid, the molecules are constantly in contact with others; in a gas, they are widely spaced except when they happen to collide. In a solid, atoms are closely spaced and may vibrate in position but do not change relative locations.
The changes of state that occur with variations in temperature or pressure can be described and predicted using these models of matter.

PS3.A: Definitions of Energy
The term ""heat"" as used in everyday language refers both to thermal energy (the motion of atoms or molecules within a substance) and the transfer of that thermal energy from one object to another. In science, heat is used only for this second meaning; it refers to the energy transferred due to the temperature difference between two objects. (secondary to MS-PS1-4)
The temperature of a system is proportional to the average internal kinetic energy and potential energy per atom or molecule (whichever is the appropriate building block for the system's material). The details of that relationship depend on the type of atom or molecule and the interactions among the atoms in the material. Temperature is not a direct measure of a system's total thermal energy. The total thermal energy (sometimes called the total internal energy) of a system depends jointly on the temperature, the total number of atoms in the system, and the state of the material. (secondary to MS-PS1-4)

Science & Engineering Practices: Developing and Using Models
Develop a model to predict and/or describe phenomena.

Crosscutting Concepts: Cause and Effect
Cause and effect relationships may be used to predict phenomena in natural or designed systems.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).

Mathematics
6.NS.5: Understand that positive and negative numbers are used together to describe quantities having opposite directions or values (e.g., temperature above/below zero, elevation above/below sea level, credits/debits, positive/negative electric charge); use positive and negative numbers to represent quantities in real-world contexts, explaining the meaning of 0 in each situation.

DCI Connections:
Connections to other DCIs in this grade-band: MS.ESS2.C

Articulation across grade-bands: HS.PS1.A; HS.PS1.B; HS.PS3.A"
Science (CA NGSS),MS-PS1-5,6-8	,6,8,PS1.B: Chemical Reactions,"CCC-5: Energy and Matter: Flows, Cycles, and Conservation",SEP-2: Developing and Using Models,Physical Science,"Title: MS-PS1 Matter and Its Interactions

Performance Expectation: Develop and use a model to describe how the total number of atoms does not change in a chemical reaction and thus mass is conserved.  [Clarification Statement: Emphasis is on law of conservation of matter and on physical models or drawings, including digital forms, that represent atoms.] [Assessment Boundary: Assessment does not include the use of atomic masses, balancing symbolic equations, or intermolecular forces.]  

Disciplinary Core Idea(s):
PS1.B: Chemical Reactions
Substances react chemically in characteristic ways. In a chemical process, the atoms that make up the original substances are regrouped into different molecules, and these new substances have different properties from those of the reactants.
The total number of each type of atom is conserved, and thus the mass does not change.

Science & Engineering Practices: Developing and Using Models
Develop a model to describe unobservable mechanisms.

Connections to Nature of Science:
 
Science Models, Laws, Mechanisms, and Theories Explain Natural Phenomena
Laws are regularities or mathematical descriptions of natural phenomena.

Crosscutting Concepts: Energy and Matter
Matter is conserved because atoms are conserved in physical and chemical processes.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.7: Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).

Mathematics
MP.2: Reason abstractly and quantitatively. 
MP.4: Model with mathematics. 
6.RP.3: Use ratio and rate reasoning to solve real-world and mathematical problems.

DCI Connections:
Connections to other DCIs in this grade-band: MS.LS1.C; MS.LS2.B; MS.ESS2.A

Articulation across grade-bands: 5.PS1.B; HS.PS1.B"
Science (CA NGSS),MS-PS1-6,6-8	,6,8,"PS1.B: Chemical Reactions, ETS1.B: Developing Possible Solutions, ETS1.C: Optimizing the Design Solution","CCC-5: Energy and Matter: Flows, Cycles, and Conservation",SEP-6: Constructing Explanations and Designing Solutions,Physical Science,"Title: MS-PS1 Matter and Its Interactions

Performance Expectation: Undertake a design project to construct, test, and modify a device that either releases or absorbs thermal energy by chemical processes.*  [Clarification Statement: Emphasis is on the design, controlling the transfer of energy to the environment, and modification of a device using factors such as type and concentration of a substance. Examples of designs could involve chemical reactions such as dissolving ammonium chloride or calcium chloride.] [Assessment Boundary: Assessment is limited to the criteria of amount, time, and temperature of substance in testing the device.]

Disciplinary Core Idea(s):
PS1.B: Chemical Reactions
Some chemical reactions release energy, others store energy.

ETS1.B: Developing Possible Solutions
A solution needs to be tested, and then modified on the basis of the test results, in order to improve it. (secondary to MS-PS1-6)

ETS1.C: Optimizing the Design Solution
Although one design may not perform the best across all tests, identifying the characteristics of the design that performed the best in each test can provide useful information for the redesign process - that is, some of the characteristics may be incorporated into the new design. (secondary to MS-PS1-6)
The iterative process of testing the most promising solutions and modifying what is proposed on the basis of the test results leads to greater refinement and ultimately to an optimal solution. (secondary to MS-PS1-6)

Science & Engineering Practices: Constructing Explanations and Designing Solutions
Undertake a design project, engaging in the design cycle, to construct and/or implement a solution that meets specific design criteria and constraints.

Crosscutting Concepts: Energy and Matter
The transfer of energy can be tracked as energy flows through a designed or natural system.

California Environmental Principles and Concepts:
Principle II
The long-term functioning and health of terrestrial, freshwater, coastal, and marine ecosystems are influenced by their relationships with human societies.

California Common Core State Standards Connections:
ELA/Literacy
RST.6-8.3: Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.
WHST.6-8.7: Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.

DCI Connections:
Connections to other DCIs in this grade-band: MS.PS3.D

Articulation across grade-bands: HS.PS1.A; HS.PS1.B; HS.PS3.A; HS.PS3.B; HS.PS3.D"
